Predicted	Actual
[start] Chaozhou tʰ ou ²¹³ [end]	[start] Chaozhou tʰ ou ²¹³ [end]
[start] Chaozhou z i p ⁴ [end]	[start] Chaozhou z i p ⁴ [end]
[start] Chaozhou n w i ³⁵ [end]	[start] Chaozhou l ai ³⁵ [end]
[start] Chaozhou tsʰ j e ŋ ⁵⁵ [end]	[start] Chaozhou tsʰ w e ŋ ⁵⁵ [end]
[start] Chaozhou l ieː ⁵³ [end]	[start] Chaozhou l j a ŋ ⁵³ [end]
[start] Chaozhou p a k ²¹ [end]	[start] Chaozhou p oi ʔ ²¹ [end]
[start] Chaozhou l o k ⁴ [end]	[start] Chaozhou l a k ⁴ [end]
[start] Chaozhou p iaː ³³ [end]	[start] Chaozhou p iaː ³³ [end]
[start] Chaozhou k i ⁵⁵ [end]	[start] Chaozhou kʰ i ⁵⁵ [end]
[start] Chaozhou k w e ŋ ³³ [end]	[start] Chaozhou k w e ŋ ³³ [end]
[start] Chaozhou t a ŋ ³³ [end]	[start] Chaozhou t a ŋ ³³ [end]
[start] Chaozhou l iaː ⁵³ [end]	[start] Chaozhou n e ⁵³ [end]
[start] Chaozhou t iaː ²¹³ [end]	[start] Chaozhou t e ŋ ²¹³ [end]
[start] Chaozhou h e ŋ ³³ [end]	[start] Chaozhou h j o ŋ ³³ [end]
[start] Chengdu i ³¹ [end]	[start] Chengdu i ³¹ [end]
[start] Chengdu tɕʰ i ³¹ [end]	[start] Chengdu tɕʰ i ³¹ [end]
[start] Chengdu ts a ŋ ¹³ [end]	[start] Chengdu ts a ŋ ¹³ [end]
[start] Chengdu s a n ⁴⁴ [end]	[start] Chengdu s a n ⁴⁴ [end]
[start] Chengdu s a ŋ ¹³ [end]	[start] Chengdu s a ŋ ¹³ [end]
[start] Chengdu ɕ j a ¹³ [end]	[start] Chengdu ɕ j a ¹³ [end]
[start] Chengdu p u ³¹ [end]	[start] Chengdu p u ³¹ [end]
[start] Chengdu ts o ŋ ⁴⁴ [end]	[start] Chengdu ts o ŋ ⁴⁴ [end]
[start] Chengdu tɕ j əu ⁵³ [end]	[start] Chengdu tɕ j əu ⁵³ [end]
[start] Chengdu j e ⁵³ [end]	[start] Chengdu j e ⁵³ [end]
[start] Chengdu z u ⁵³ [end]	[start] Chengdu z u ⁵³ [end]
[start] Chengdu ə ¹³ [end]	[start] Chengdu ə ¹³ [end]
[start] Chengdu y n ³¹ [end]	[start] Chengdu y n ³¹ [end]
[start] Chengdu v u ⁵³ [end]	[start] Chengdu v u ⁵³ [end]
[start] Chengdu tɕ i n ⁵³ [end]	[start] Chengdu tɕ i n ⁵³ [end]
[start] Chengdu v a ŋ ³¹ [end]	[start] Chengdu w a ŋ ³¹ [end]
[start] Chengdu n j a ŋ ¹³ [end]	[start] Chengdu n j a ŋ ¹³ [end]
[start] Chengdu z ə n ³¹ [end]	[start] Chengdu z ə n ³¹ [end]
[start] Chengdu tɕ i n ⁴⁴ [end]	[start] Chengdu tɕ i n ⁴⁴ [end]
[start] Chengdu tʰ a ⁴⁴ [end]	[start] Chengdu tʰ a ⁴⁴ [end]
[start] Chengdu ts a ŋ ¹³ [end]	[start] Chengdu ts a ŋ ¹³ [end]
[start] Chengdu n i n ¹³ [end]	[start] Chengdu n i n ¹³ [end]
[start] Chengdu tɕ j a n ¹³ [end]	[start] Chengdu tɕ j a n ¹³ [end]
[start] Chengdu w ei ¹³ [end]	[start] Chengdu w ei ¹³ [end]
[start] Chengdu t i ⁴⁴ [end]	[start] Chengdu t i ⁴⁴ [end]
[start] Chengdu ts u ¹³ [end]	[start] Chengdu ts u ¹³ [end]
[start] Chengdu ɲ i ⁵³ [end]	[start] Chengdu ɲ i ⁵³ [end]
[start] Chengdu n ai ³¹ [end]	[start] Chengdu n ai ³¹ [end]
[start] Chengdu ɕ i n ¹³ [end]	[start] Chengdu ɕ i n ¹³ [end]
[start] Chengdu t au ⁵³ [end]	[start] Chengdu t au ⁵³ [end]
[start] Chengdu tɕ j e ³¹ [end]	[start] Chengdu tɕ j e ¹³ [end]
[start] Chengdu tɕ j a ⁵³ [end]	[start] Chengdu tɕ j a ⁵³ [end]
[start] Chengdu ts o ¹³ [end]	[start] Chengdu ts u ¹³ [end]
[start] Chengdu tʰ əu ⁴⁴ [end]	[start] Chengdu tʰ əu ⁴⁴ [end]
[start] Chengdu s a ⁵³ [end]	[start] Chengdu s a ⁵³ [end]
[start] Chengdu ɕ ɥ o ŋ ⁴⁴ [end]	[start] Chengdu ɕ ɥ o ŋ ⁴⁴ [end]
[start] Chengdu k w a ŋ ⁴⁴ [end]	[start] Chengdu k w a ŋ ⁴⁴ [end]
[start] Chengdu ə ³¹ [end]	[start] Chengdu ə ³¹ [end]
[start] Chengdu tʰ u ¹³ [end]	[start] Chengdu tʰ u ¹³ [end]
[start] Chengdu z u ³¹ [end]	[start] Chengdu z u ³¹ [end]
[start] Chengdu n w ei ¹³ [end]	[start] Chengdu n w ei ¹³ [end]
[start] Chengdu tɕʰ ɥ a n ³¹ [end]	[start] Chengdu tɕʰ ɥ a n ³¹ [end]
[start] Chengdu n j a ŋ ⁵³ [end]	[start] Chengdu n j a ŋ ⁵³ [end]
[start] Chengdu p a ³¹ [end]	[start] Chengdu p a ³¹ [end]
[start] Chengdu n j əu ³¹ [end]	[start] Chengdu n j əu ³¹ [end]
[start] Chengdu p i n ⁴⁴ [end]	[start] Chengdu p i n ⁴⁴ [end]
[start] Chengdu tɕʰ i ³¹ [end]	[start] Chengdu tɕʰ i ³¹ [end]
[start] Chengdu k w a n ⁴⁴ [end]	[start] Chengdu k w a n ⁴⁴ [end]
[start] Chengdu t o ŋ ⁴⁴ [end]	[start] Chengdu t o ŋ ⁴⁴ [end]
[start] Chengdu n ə n ⁵³ [end]	[start] Chengdu n ə n ⁵³ [end]
[start] Chengdu t ə n ¹³ [end]	[start] Chengdu t ə n ¹³ [end]
[start] Chengdu ɕ ɥ o ŋ ⁴⁴ [end]	[start] Chengdu ɕ ɥ o ŋ ⁴⁴ [end]
[start] Fuzhou j e ʔ ²³ [end]	[start] Fuzhou ei ʔ ²³ [end]
[start] Fuzhou tsʰ i ʔ ²³ [end]	[start] Fuzhou tsʰ ei ʔ ²³ [end]
[start] Fuzhou t w ɔ ŋ ²⁴² [end]	[start] Fuzhou t w ɔ ŋ ²⁴² [end]
[start] Fuzhou s a ŋ ⁴⁴ [end]	[start] Fuzhou s a ŋ ⁴⁴ [end]
[start] Fuzhou s w ɔ ŋ ²⁴² [end]	[start] Fuzhou s w ɔ ŋ ²⁴² [end]
[start] Fuzhou x a ²⁴² [end]	[start] Fuzhou a ²⁴² [end]
[start] Fuzhou p w ɔ ʔ ²³ [end]	[start] Fuzhou p ou ʔ ²³ [end]
[start] Fuzhou t y ŋ ⁴⁴ [end]	[start] Fuzhou t y ŋ ⁴⁴ [end]
[start] Fuzhou k j eu ³¹ [end]	[start] Fuzhou k j eu ³¹ [end]
[start] Fuzhou j a ³¹ [end]	[start] Fuzhou j a ³¹ [end]
[start] Fuzhou ɥ ɔ ³¹ [end]	[start] Fuzhou y ³¹ [end]
[start] Fuzhou ŋ j e ŋ ²⁴² [end]	[start] Fuzhou n ei ²⁴² [end]
[start] Fuzhou y ŋ ⁵² [end]	[start] Fuzhou x u ŋ ⁵² [end]
[start] Fuzhou ŋ u ³¹ [end]	[start] Fuzhou u ³¹ [end]
[start] Fuzhou ts i ŋ ³¹ [end]	[start] Fuzhou ts i ŋ ³¹ [end]
[start] Fuzhou w ɔ ŋ ⁵² [end]	[start] Fuzhou w ɔ ŋ ⁵² [end]
[start] Fuzhou l w ɔ ŋ ²⁴² [end]	[start] Fuzhou l w ɔ ŋ ²⁴² [end]
[start] Fuzhou n i ŋ ⁵² [end]	[start] Fuzhou i ŋ ⁵² [end]
[start] Fuzhou k i ŋ ⁴⁴ [end]	[start] Fuzhou k i ŋ ⁴⁴ [end]
[start] Fuzhou tʰ a ⁴⁴ [end]	[start] Fuzhou tʰ a ⁴⁴ [end]
[start] Fuzhou t w ɔ ŋ ²⁴² [end]	[start] Fuzhou t w ɔ ŋ ²⁴² [end]
[start] Fuzhou l i ŋ ²⁴² [end]	[start] Fuzhou l ei ŋ ²⁴² [end]
[start] Fuzhou k j e ŋ ²⁴² [end]	[start] Fuzhou ɥ ɔ ŋ ²⁴² [end]
[start] Fuzhou w ei ²⁴² [end]	[start] Fuzhou w ei ²⁴² [end]
[start] Fuzhou t ei ⁴⁴ [end]	[start] Fuzhou t i ⁴⁴ [end]
[start] Fuzhou t y ²⁴² [end]	[start] Fuzhou ts øy ²⁴² [end]
[start] Fuzhou n i ³¹ [end]	[start] Fuzhou l i ³¹ [end]
[start] Fuzhou l ai ⁵² [end]	[start] Fuzhou l ai ⁵² [end]
[start] Fuzhou s i ŋ ²¹³ [end]	[start] Fuzhou s ei ŋ ²¹³ [end]
[start] Fuzhou t ɔ ³¹ [end]	[start] Fuzhou t ɔ ³¹ [end]
[start] Fuzhou ts j e ²¹³ [end]	[start] Fuzhou ts w ɔ ʔ ²³ [end]
[start] Fuzhou k a ³¹ [end]	[start] Fuzhou k a ³¹ [end]
[start] Fuzhou ts ɔ ²¹³ [end]	[start] Fuzhou ts ɔ ²¹³ [end]
[start] Fuzhou tʰ au ⁴⁴ [end]	[start] Fuzhou tʰ eu ⁴⁴ [end]
[start] Fuzhou s a ³¹ [end]	[start] Fuzhou s a ⁴⁴ [end]
[start] Fuzhou x y ŋ ⁴⁴ [end]	[start] Fuzhou x i ŋ ⁴⁴ [end]
[start] Fuzhou k ou ŋ ⁴⁴ [end]	[start] Fuzhou k w ɔ ŋ ⁴⁴ [end]
[start] Fuzhou ŋ j e ⁵² [end]	[start] Fuzhou i ⁵² [end]
[start] Fuzhou tʰ u ²¹³ [end]	[start] Fuzhou tʰ ou ²¹³ [end]
[start] Fuzhou n y ʔ ⁴ [end]	[start] Fuzhou i ʔ ⁴ [end]
[start] Fuzhou n w ei ²⁴² [end]	[start] Fuzhou n ɵy ²⁴² [end]
[start] Fuzhou tsʰ w ɔ ŋ ⁵² [end]	[start] Fuzhou ts w ɔ ŋ ⁵² [end]
[start] Fuzhou l w ɔ ŋ ³¹ [end]	[start] Fuzhou l w ɔ ŋ ³¹ [end]
[start] Fuzhou p a ʔ ²³ [end]	[start] Fuzhou p ai ʔ ²³ [end]
[start] Fuzhou l u ʔ ⁴ [end]	[start] Fuzhou l øy ʔ ⁴ [end]
[start] Fuzhou p i ŋ ⁴⁴ [end]	[start] Fuzhou p i ŋ ⁴⁴ [end]
[start] Fuzhou k i ⁵² [end]	[start] Fuzhou k i ⁵² [end]
[start] Fuzhou k w a ŋ ⁴⁴ [end]	[start] Fuzhou k w a ŋ ⁴⁴ [end]
[start] Fuzhou t u ŋ ⁴⁴ [end]	[start] Fuzhou t u ŋ ⁴⁴ [end]
[start] Fuzhou l i ŋ ³¹ [end]	[start] Fuzhou l ei ŋ ³¹ [end]
[start] Fuzhou t ei ŋ ²¹³ [end]	[start] Fuzhou t ai ŋ ²¹³ [end]
[start] Fuzhou x y ŋ ⁴⁴ [end]	[start] Fuzhou x y ŋ ⁴⁴ [end]
[start] Guangzhou j a k ⁵ [end]	[start] Guangzhou j a t ⁵ [end]
[start] Guangzhou tʃʰ ɪ k ³ [end]	[start] Guangzhou tʃʰ a t ⁵ [end]
[start] Guangzhou tʃ ɔ ŋ ²² [end]	[start] Guangzhou tʃ œ ŋ ²² [end]
[start] Guangzhou s aː m ⁵⁵ [end]	[start] Guangzhou ʃ aː m ⁵⁵ [end]
[start] Guangzhou ʃ œ ŋ ²² [end]	[start] Guangzhou ʃ œ ŋ ²³ [end]
[start] Guangzhou h a ²² [end]	[start] Guangzhou h a ²³ [end]
[start] Guangzhou p ou k ⁵ [end]	[start] Guangzhou p a t ⁵ [end]
[start] Guangzhou tʃ u ŋ ⁵⁵ [end]	[start] Guangzhou tʃ u ŋ ⁵⁵ [end]
[start] Guangzhou k au ³⁵ [end]	[start] Guangzhou k au ³⁵ [end]
[start] Guangzhou j ɛ ²³ [end]	[start] Guangzhou j a ²³ [end]
[start] Guangzhou j y ²³ [end]	[start] Guangzhou j y ²³ [end]
[start] Guangzhou j i ²² [end]	[start] Guangzhou j i ²² [end]
[start] Guangzhou j u ŋ ²¹ [end]	[start] Guangzhou w a n ²¹ [end]
[start] Guangzhou ŋ ²³ [end]	[start] Guangzhou ŋ ²³ [end]
[start] Guangzhou tʃ ɪ ŋ ³⁵ [end]	[start] Guangzhou tʃ ɪ ŋ ³⁵ [end]
[start] Guangzhou m ɔ ŋ ²¹ [end]	[start] Guangzhou m ɔ ŋ ²¹ [end]
[start] Guangzhou l œ ŋ ²² [end]	[start] Guangzhou l œ ŋ ²² [end]
[start] Guangzhou j a ŋ ²¹ [end]	[start] Guangzhou j a n ²¹ [end]
[start] Guangzhou k a m ⁵⁵ [end]	[start] Guangzhou k a m ⁵⁵ [end]
[start] Guangzhou tʰ a ⁵⁵ [end]	[start] Guangzhou tʰ a ⁵⁵ [end]
[start] Guangzhou tʃ ɔ ŋ ²² [end]	[start] Guangzhou tʃ œ ŋ ²² [end]
[start] Guangzhou l ɪ ŋ ²² [end]	[start] Guangzhou l ɪ ŋ ²² [end]
[start] Guangzhou kʰ i n ²² [end]	[start] Guangzhou k i n ²² [end]
[start] Guangzhou w ai ²² [end]	[start] Guangzhou w ai ²² [end]
[start] Guangzhou t ei ⁵⁵ [end]	[start] Guangzhou t ai ⁵⁵ [end]
[start] Guangzhou tʃ y ²² [end]	[start] Guangzhou tʃ y ²² [end]
[start] Guangzhou n ei ²³ [end]	[start] Guangzhou n ei ²³ [end]
[start] Guangzhou l ɔi ²¹ [end]	[start] Guangzhou l ɔi ²¹ [end]
[start] Guangzhou s a n ³³ [end]	[start] Guangzhou ʃ œ n ³³ [end]
[start] Guangzhou t ou ³⁵ [end]	[start] Guangzhou t ou ³³ [end]
[start] Guangzhou tʃ ɛ ³³ [end]	[start] Guangzhou tʃ ɛ ³³ [end]
[start] Guangzhou k a ³⁵ [end]	[start] Guangzhou k a ³⁵ [end]
[start] Guangzhou tʃ ɔ ³³ [end]	[start] Guangzhou tʃ ou ²² [end]
[start] Guangzhou tʰ au ⁵⁵ [end]	[start] Guangzhou tʰ au ⁵⁵ [end]
[start] Guangzhou ʃ a ³⁵ [end]	[start] Guangzhou ʃ ɔ ²¹ [end]
[start] Guangzhou h u ŋ ⁵⁵ [end]	[start] Guangzhou h ɪ ŋ ⁵⁵ [end]
[start] Guangzhou k u ɔ ŋ ⁵⁵ [end]	[start] Guangzhou k w ɔ ŋ ⁵⁵ [end]
[start] Guangzhou j i ²¹ [end]	[start] Guangzhou j i ²¹ [end]
[start] Guangzhou tʰ ou ³³ [end]	[start] Guangzhou tʰ ou ³³ [end]
[start] Guangzhou j a p ² [end]	[start] Guangzhou j a p ² [end]
[start] Guangzhou n œy ²² [end]	[start] Guangzhou n ɔi ²² [end]
[start] Guangzhou tʃ y n ²¹ [end]	[start] Guangzhou tʃʰ y n ²¹ [end]
[start] Guangzhou l œ ŋ ²³ [end]	[start] Guangzhou l œ ŋ ²³ [end]
[start] Guangzhou p aː t ³ [end]	[start] Guangzhou p aː t ³ [end]
[start] Guangzhou l au ² [end]	[start] Guangzhou l u k ² [end]
[start] Guangzhou p ɪ ŋ ⁵⁵ [end]	[start] Guangzhou p ɪ ŋ ⁵⁵ [end]
[start] Guangzhou kʰ ei ²¹ [end]	[start] Guangzhou kʰ ei ²¹ [end]
[start] Guangzhou k u n ⁵⁵ [end]	[start] Guangzhou k u n ⁵⁵ [end]
[start] Guangzhou t u ŋ ⁵⁵ [end]	[start] Guangzhou t u ŋ ⁵⁵ [end]
[start] Guangzhou l ɪ ŋ ²³ [end]	[start] Guangzhou l aː ŋ ²³ [end]
[start] Guangzhou t a ŋ ³³ [end]	[start] Guangzhou t a ŋ ³³ [end]
[start] Guangzhou h u ŋ ⁵⁵ [end]	[start] Guangzhou h u ŋ ⁵⁵ [end]
[start] Hankou i ²¹³ [end]	[start] Hankou i ²¹³ [end]
[start] Hankou tɕʰ i ⁵⁵ [end]	[start] Hankou tɕʰ i ²¹³ [end]
[start] Hankou ts a ŋ ³⁵ [end]	[start] Hankou ts a ŋ ³⁵ [end]
[start] Hankou s a n ⁵⁵ [end]	[start] Hankou s a n ⁵⁵ [end]
[start] Hankou s a ŋ ³⁵ [end]	[start] Hankou s a ŋ ³⁵ [end]
[start] Hankou x a ³⁵ [end]	[start] Hankou ɕ j a ³⁵ [end]
[start] Hankou p ou ²¹³ [end]	[start] Hankou p u ²¹³ [end]
[start] Hankou ts o ŋ ⁵⁵ [end]	[start] Hankou ts o ŋ ⁵⁵ [end]
[start] Hankou tɕ j ou ⁴² [end]	[start] Hankou tɕ j ou ⁴² [end]
[start] Hankou j e ⁴² [end]	[start] Hankou j e ⁴² [end]
[start] Hankou n u ⁴² [end]	[start] Hankou y ⁴² [end]
[start] Hankou ɯ ³⁵ [end]	[start] Hankou ɯ ³⁵ [end]
[start] Hankou y n ²¹³ [end]	[start] Hankou y n ²¹³ [end]
[start] Hankou u ⁴² [end]	[start] Hankou u ⁴² [end]
[start] Hankou tɕ i n ⁴² [end]	[start] Hankou tɕ i n ⁴² [end]
[start] Hankou w a ŋ ²¹³ [end]	[start] Hankou w a ŋ ²¹³ [end]
[start] Hankou n j a ŋ ³⁵ [end]	[start] Hankou n j a ŋ ³⁵ [end]
[start] Hankou n ə n ²¹³ [end]	[start] Hankou n ə n ²¹³ [end]
[start] Hankou tɕ i n ⁵⁵ [end]	[start] Hankou tɕ i n ⁵⁵ [end]
[start] Hankou tʰ a ⁵⁵ [end]	[start] Hankou tʰ a ⁵⁵ [end]
[start] Hankou ts a ŋ ³⁵ [end]	[start] Hankou ts a ŋ ³⁵ [end]
[start] Hankou n i n ³⁵ [end]	[start] Hankou n i n ³⁵ [end]
[start] Hankou tɕ j a n ³⁵ [end]	[start] Hankou tɕ j a n ³⁵ [end]
[start] Hankou w ei ³⁵ [end]	[start] Hankou w ei ³⁵ [end]
[start] Hankou t i ⁵⁵ [end]	[start] Hankou t i ⁵⁵ [end]
[start] Hankou ts u ³⁵ [end]	[start] Hankou tɕ y ³⁵ [end]
[start] Hankou n i ⁴² [end]	[start] Hankou n i ⁴² [end]
[start] Hankou n ai ²¹³ [end]	[start] Hankou n ai ²¹³ [end]
[start] Hankou ɕ i n ³⁵ [end]	[start] Hankou ɕ i n ³⁵ [end]
[start] Hankou t au ⁴² [end]	[start] Hankou t au ⁴² [end]
[start] Hankou tɕ j e ³⁵ [end]	[start] Hankou tɕ j e ³⁵ [end]
[start] Hankou tɕ j a ⁴² [end]	[start] Hankou tɕ j a ⁴² [end]
[start] Hankou ts o ³⁵ [end]	[start] Hankou ts o ³⁵ [end]
[start] Hankou tʰ ou ⁵⁵ [end]	[start] Hankou tʰ ou ⁵⁵ [end]
[start] Hankou s a ⁴² [end]	[start] Hankou s a ⁴² [end]
[start] Hankou ɕ j o ŋ ⁵⁵ [end]	[start] Hankou ɕ j o ŋ ⁵⁵ [end]
[start] Hankou k w a ŋ ⁵⁵ [end]	[start] Hankou k w a ŋ ⁵⁵ [end]
[start] Hankou ɯ ²¹³ [end]	[start] Hankou ɯ ²¹³ [end]
[start] Hankou tʰ ou ³⁵ [end]	[start] Hankou tʰ ou ³⁵ [end]
[start] Hankou n ɤ ²¹³ [end]	[start] Hankou y ²¹³ [end]
[start] Hankou n ei ³⁵ [end]	[start] Hankou n ei ³⁵ [end]
[start] Hankou tɕʰ ɥ a n ²¹³ [end]	[start] Hankou tɕʰ ɥ a n ²¹³ [end]
[start] Hankou n j a ŋ ⁴² [end]	[start] Hankou n j a ŋ ⁴² [end]
[start] Hankou p a ²¹³ [end]	[start] Hankou p a ²¹³ [end]
[start] Hankou n j ou ²¹³ [end]	[start] Hankou n ou ²¹³ [end]
[start] Hankou p i n ⁵⁵ [end]	[start] Hankou p i n ⁵⁵ [end]
[start] Hankou tɕʰ i ²¹³ [end]	[start] Hankou tɕʰ i ²¹³ [end]
[start] Hankou k w a n ⁵⁵ [end]	[start] Hankou k w a n ⁵⁵ [end]
[start] Hankou t o ŋ ⁵⁵ [end]	[start] Hankou t o ŋ ⁵⁵ [end]
[start] Hankou n ə n ⁴² [end]	[start] Hankou n ə n ⁴² [end]
[start] Hankou t ə n ³⁵ [end]	[start] Hankou t ə n ³⁵ [end]
[start] Hankou ɕ j o ŋ ⁵⁵ [end]	[start] Hankou ɕ j o ŋ ⁵⁵ [end]
[start] Jinan i ²¹³ [end]	[start] Jinan i ²¹³ [end]
[start] Jinan tɕʰ i ²¹³ [end]	[start] Jinan tɕʰ i ²¹³ [end]
[start] Jinan ʈʂ a ŋ ²¹ [end]	[start] Jinan ʈʂ a ŋ ²¹ [end]
[start] Jinan s aː ²¹³ [end]	[start] Jinan s aː ²¹³ [end]
[start] Jinan ʂ a ŋ ²¹ [end]	[start] Jinan ʂ a ŋ ²¹ [end]
[start] Jinan ɕ j a ²¹ [end]	[start] Jinan ɕ j a ²¹ [end]
[start] Jinan p u ²¹³ [end]	[start] Jinan p u ²¹³ [end]
[start] Jinan ʈʂ u ŋ ²¹³ [end]	[start] Jinan ʈʂ u ŋ ²¹³ [end]
[start] Jinan tɕ j ou ⁵⁵ [end]	[start] Jinan tɕ j ou ⁵⁵ [end]
[start] Jinan j e ⁵⁵ [end]	[start] Jinan j e ⁵⁵ [end]
[start] Jinan ʐ u ⁵⁵ [end]	[start] Jinan l u ⁵⁵ [end]
[start] Jinan ə ²¹ [end]	[start] Jinan ə ²¹ [end]
[start] Jinan yeː ⁴² [end]	[start] Jinan yeː ⁴² [end]
[start] Jinan u ⁵⁵ [end]	[start] Jinan u ⁵⁵ [end]
[start] Jinan tɕ i ŋ ⁵⁵ [end]	[start] Jinan tɕ i ŋ ⁵⁵ [end]
[start] Jinan w a ŋ ⁴² [end]	[start] Jinan w a ŋ ⁴² [end]
[start] Jinan l j a ŋ ²¹ [end]	[start] Jinan l j a ŋ ²¹ [end]
[start] Jinan ʐ eː ⁴² [end]	[start] Jinan ʐ eː ⁴² [end]
[start] Jinan tɕ i ŋ ²¹³ [end]	[start] Jinan tɕ ieː ²¹³ [end]
[start] Jinan tʰ a ²¹³ [end]	[start] Jinan tʰ a ²¹³ [end]
[start] Jinan ʈʂ a ŋ ²¹ [end]	[start] Jinan ʈʂ a ŋ ²¹ [end]
[start] Jinan l i ŋ ²¹ [end]	[start] Jinan l i ŋ ²¹ [end]
[start] Jinan tɕ iaː ²¹ [end]	[start] Jinan tɕ iaː ²¹ [end]
[start] Jinan w ei ²¹ [end]	[start] Jinan w ei ²¹ [end]
[start] Jinan t i ²¹³ [end]	[start] Jinan t i ²¹³ [end]
[start] Jinan ʈʂ u ²¹ [end]	[start] Jinan ʈʂ u ²¹ [end]
[start] Jinan ɲ i ⁵⁵ [end]	[start] Jinan ɲ i ⁵⁵ [end]
[start] Jinan l ɛ ⁴² [end]	[start] Jinan l ɛ ⁴² [end]
[start] Jinan ɕ i ŋ ²¹ [end]	[start] Jinan ɕ ieː ²¹ [end]
[start] Jinan t ɔ ⁵⁵ [end]	[start] Jinan t ɔ ⁵⁵ [end]
[start] Jinan tɕ j e ²¹ [end]	[start] Jinan tɕ j e ²¹ [end]
[start] Jinan tɕ j a ⁵⁵ [end]	[start] Jinan tɕ j a ⁵⁵ [end]
[start] Jinan ts w ə ²¹ [end]	[start] Jinan ts w ə ²¹ [end]
[start] Jinan tʰ ou ²¹³ [end]	[start] Jinan tʰ ou ²¹³ [end]
[start] Jinan ʂ a ⁵⁵ [end]	[start] Jinan ʂ a ⁵⁵ [end]
[start] Jinan ɕ y ŋ ²¹³ [end]	[start] Jinan ɕ y ŋ ²¹³ [end]
[start] Jinan k w a ŋ ²¹³ [end]	[start] Jinan k w a ŋ ²¹³ [end]
[start] Jinan ə ⁴² [end]	[start] Jinan ə ²¹³ [end]
[start] Jinan tʰ u ²¹ [end]	[start] Jinan tʰ u ²¹ [end]
[start] Jinan ʐ u ²¹ [end]	[start] Jinan l u ²¹ [end]
[start] Jinan n w ei ²¹ [end]	[start] Jinan n ei ²¹ [end]
[start] Jinan tɕʰ yaː ⁴² [end]	[start] Jinan tɕʰ yaː ⁴² [end]
[start] Jinan l j a ŋ ⁵⁵ [end]	[start] Jinan l j a ŋ ⁵⁵ [end]
[start] Jinan p a ²¹³ [end]	[start] Jinan p a ²¹³ [end]
[start] Jinan l ou ²¹ [end]	[start] Jinan l j ou ²¹ [end]
[start] Jinan p i ŋ ²¹³ [end]	[start] Jinan p i ŋ ²¹³ [end]
[start] Jinan tɕʰ i ⁴² [end]	[start] Jinan tɕʰ i ⁴² [end]
[start] Jinan k uaː ²¹³ [end]	[start] Jinan k uaː ²¹³ [end]
[start] Jinan t u ŋ ²¹³ [end]	[start] Jinan t u ŋ ²¹³ [end]
[start] Jinan l ə ŋ ⁵⁵ [end]	[start] Jinan l ə ŋ ⁵⁵ [end]
[start] Jinan t ə ŋ ²¹ [end]	[start] Jinan t ə ŋ ²¹ [end]
[start] Jinan ɕ y ŋ ²¹³ [end]	[start] Jinan ɕ y ŋ ²¹³ [end]
[start] Meixian j a t ¹ [end]	[start] Meixian j i t ¹ [end]
[start] Meixian tsʰ i t ¹ [end]	[start] Meixian tsʰ i t ¹ [end]
[start] Meixian tsʰ ɔ ŋ ⁵² [end]	[start] Meixian tsʰ ɔ ŋ ⁵² [end]
[start] Meixian s a m ⁴⁴ [end]	[start] Meixian s a m ⁴⁴ [end]
[start] Meixian s ɔ ŋ ⁵² [end]	[start] Meixian s ɔ ŋ ⁵² [end]
[start] Meixian h a ⁵² [end]	[start] Meixian h a ⁵² [end]
[start] Meixian p u t ¹ [end]	[start] Meixian p u t ¹ [end]
[start] Meixian ts u ŋ ⁴⁴ [end]	[start] Meixian ts u ŋ ⁴⁴ [end]
[start] Meixian k j u ³¹ [end]	[start] Meixian k j u ³¹ [end]
[start] Meixian j a ³¹ [end]	[start] Meixian j a ⁴⁴ [end]
[start] Meixian ɲ u ³¹ [end]	[start] Meixian j i ⁵² [end]
[start] Meixian ɲ j a ⁵² [end]	[start] Meixian ɲ i ⁵² [end]
[start] Meixian h j u n ¹¹ [end]	[start] Meixian j u n ¹¹ [end]
[start] Meixian ŋ ³¹ [end]	[start] Meixian ŋ ³¹ [end]
[start] Meixian ts j a ŋ ³¹ [end]	[start] Meixian ts j a ŋ ³¹ [end]
[start] Meixian v ɔ ŋ ¹¹ [end]	[start] Meixian m ɔ ŋ ¹¹ [end]
[start] Meixian l j ɔ ŋ ⁵² [end]	[start] Meixian l j ɔ ŋ ⁵² [end]
[start] Meixian ɲ j a ŋ ¹¹ [end]	[start] Meixian ɲ i n ¹¹ [end]
[start] Meixian k i m ⁴⁴ [end]	[start] Meixian k i n ⁴⁴ [end]
[start] Meixian tʰ a ⁴⁴ [end]	[start] Meixian tʰ a ⁴⁴ [end]
[start] Meixian tsʰ ɔ ŋ ⁵² [end]	[start] Meixian ts ɔ ŋ ⁵² [end]
[start] Meixian l j a ŋ ⁵² [end]	[start] Meixian l i n ⁵² [end]
[start] Meixian k j ɛ n ⁵² [end]	[start] Meixian kʰ j a n ⁵² [end]
[start] Meixian v i ⁵² [end]	[start] Meixian v w i ⁵² [end]
[start] Meixian t i ⁴⁴ [end]	[start] Meixian t ai ⁴⁴ [end]
[start] Meixian tsʰ u ⁵² [end]	[start] Meixian tsʰ u ⁵² [end]
[start] Meixian ɲ i ³¹ [end]	[start] Meixian ɲ i ⁴⁴ [end]
[start] Meixian l ɔi ¹¹ [end]	[start] Meixian l ɔi ¹¹ [end]
[start] Meixian s i n ⁵² [end]	[start] Meixian s i n ⁵² [end]
