Predicted	Actual
[start] Eryuan x e ⁵⁵ [end]	[start] Eryuan x e ⁵⁵ [end]
[start] Eryuan t ɯ ³¹ [end]	[start] Eryuan t ɯ ³¹ [end]
[start] Eryuan t ɯ ³¹ [end]	[start] Eryuan t ɯ ³¹ [end]
[start] Eryuan ʈʂʰ ɯ ³¹ [end]	[start] Eryuan tsʰ ɯ ³¹ [end]
[start] Eryuan t ɯ ³¹ [end]	[start] Eryuan t ɯ ³¹ [end]
[start] Eryuan pʰ ɔ ⁴⁴ [end]	[start] Eryuan pʰ ɔ ⁴⁴ [end]
[start] Eryuan ʈʂʰ ɯ ³¹ [end]	[start] Eryuan tsʰ ɯ ³¹ [end]
[start] Eryuan l a ³⁵ [end]	[start] Eryuan n a ³⁵ [end]
[start] Eryuan ts ɿ ³¹ [end]	[start] Eryuan ts ɿ ³¹ [end]
[start] Eryuan t ɔ ²¹ [end]	[start] Eryuan t ɔ ²¹ [end]
[start] Eryuan t a ²¹ [end]	[start] Eryuan t a ²¹ [end]
[start] Eryuan ɕ y ⁵⁵ [end]	[start] Eryuan ɕ y ⁵⁵ [end]
[start] Eryuan l i ⁵⁵ [end]	[start] Eryuan l i ⁵⁵ [end]
[start] Eryuan s ɛ ³³ [end]	[start] Eryuan ʂ ɛ ³³ [end]
[start] Eryuan ʈʂ ɤ ³³ [end]	[start] Eryuan ts ɤ ³³ [end]
[start] Eryuan s e ⁴⁴ [end]	[start] Eryuan ʂ e ⁴⁴ [end]
[start] Eryuan x ɔ ³⁵ [end]	[start] Eryuan x ɔ ³⁵ [end]
[start] Eryuan kʰ ɔ ³³ [end]	[start] Eryuan kʰ ɔ ³³ [end]
[start] Eryuan s ɔ ⁵⁵ [end]	[start] Eryuan ʂ ɔ ⁵⁵ [end]
[start] Eryuan ʈʂʰ ɛ ⁵⁵ [end]	[start] Eryuan tsʰ ɿ ⁵⁵ [end]
[start] Eryuan k ɯ ³¹ [end]	[start] Eryuan k ɯ ³¹ [end]
[start] Eryuan p ɔ ²¹ [end]	[start] Eryuan p ɔ ²¹ [end]
[start] Eryuan p a ⁴⁴ [end]	[start] Eryuan pʰ a ³³ [end]
[start] Eryuan ts e ³¹ [end]	[start] Eryuan ʈʂ e ⁴² [end]
[start] Eryuan s ɯ ³³ [end]	[start] Eryuan ʂ ɯ ³³ [end]
[start] Eryuan s ɯ ³³ [end]	[start] Eryuan ʂ ɯ ³³ [end]
[start] Eryuan s ɯ ³³ [end]	[start] Eryuan ʂ ɯ ³³ [end]
[start] Eryuan kʲ ɛ ⁴⁴ [end]	[start] Eryuan kʲ ɛ ⁴⁴ [end]
[start] Eryuan p a ⁴² [end]	[start] Eryuan p a ⁴² [end]
[start] Eryuan ɕ y ³³ [end]	[start] Eryuan ɕ y ³³ [end]
[start] Eryuan t e ⁴⁴ [end]	[start] Eryuan t e ⁴⁴ [end]
[start] Eryuan k w a ⁴⁴ [end]	[start] Eryuan k w a ⁴⁴ [end]
[start] Eryuan k ɔ ⁵⁵ [end]	[start] Eryuan k o ⁴⁴ [end]
[start] Eryuan k w a ⁴⁴ [end]	[start] Eryuan k w a ⁴⁴ [end]
[start] Eryuan s w a ⁴⁴ [end]	[start] Eryuan s w a ⁴⁴ [end]
[start] Eryuan ts ɯ ³³ [end]	[start] Eryuan ts ɿ ³³ [end]
[start] Eryuan ts ɔ ²¹ [end]	[start] Eryuan ʈʂ ɔ ²¹ [end]
[start] Eryuan ɕ i ³⁵ [end]	[start] Eryuan ɕ i ⁵⁵ [end]
[start] Eryuan k a ⁵⁵ [end]	[start] Eryuan k a ³⁵ [end]
[start] Eryuan s ɿ ³³ [end]	[start] Eryuan s ɿ ³³ [end]
[start] Eryuan s ɔ ³¹ [end]	[start] Eryuan s ɿ ⁵⁵ [end]
[start] Eryuan ɲ i ²¹ [end]	[start] Eryuan ɲ i ²¹ [end]
[start] Eryuan kʲ ɛ ³⁵ [end]	[start] Eryuan kʲ ɛ ³⁵ [end]
[start] Eryuan ɲ ɤ ³³ [end]	[start] Eryuan ɲ ɤ ³³ [end]
[start] Eryuan ɲ i ²¹ [end]	[start] Eryuan ɲ i ²¹ [end]
[start] Eryuan m ɔ ³³ [end]	[start] Eryuan m ɔ ³³ [end]
[start] Eryuan ɲ i ²¹ [end]	[start] Eryuan ɲ i ²¹ [end]
[start] Eryuan ts ɿ ³³ [end]	[start] Eryuan ts ɿ ³³ [end]
[start] Eryuan x ɔ ³¹ [end]	[start] Eryuan x a ³¹ [end]
[start] Eryuan t ɤ ³⁵ [end]	[start] Eryuan t ɤ ⁵⁵ [end]
[start] Eryuan x ɔ ³¹ [end]	[start] Eryuan x ɔ ²¹ [end]
[start] Eryuan ts ɿ ³³ [end]	[start] Eryuan ts ɿ ³³ [end]
[start] Eryuan k u ²¹ [end]	[start] Eryuan k u ²¹ [end]
[start] Eryuan m e ²¹ [end]	[start] Eryuan m e ²¹ [end]
[start] Eryuan k ɔ ²¹ [end]	[start] Eryuan k ɤ ³¹ [end]
[start] Eryuan kʲ ɛ ⁴² [end]	[start] Eryuan kʲ ɛ ⁴² [end]
[start] Eryuan l ɔ ³¹ [end]	[start] Eryuan l ɔ ³¹ [end]
[start] Eryuan k a ⁵⁵ [end]	[start] Eryuan k a ³⁵ [end]
[start] Eryuan m e ³³ [end]	[start] Eryuan m e ³³ [end]
[start] Eryuan pʰ ɛ ⁵⁵ [end]	[start] Eryuan pʰ ɛ ⁵⁵ [end]
[start] Eryuan ɲ i ⁴⁴ [end]	[start] Eryuan ɲ i ⁴⁴ [end]
[start] Eryuan p e ³³ [end]	[start] Eryuan p e ³³ [end]
[start] Eryuan ts ɿ ³⁵ [end]	[start] Eryuan ts ɿ ³⁵ [end]
[start] Eryuan kʲ ɛ ²¹ [end]	[start] Eryuan kʲ ɛ ²¹ [end]
[start] Eryuan ts ɔ ²¹ [end]	[start] Eryuan ʈʂ ɔ ²¹ [end]
[start] Eryuan s ɔ ³⁵ [end]	[start] Eryuan ʂ o ³⁵ [end]
[start] Eryuan t ɔ ²¹ [end]	[start] Eryuan t ɔ ²¹ [end]
[start] Eryuan j i ³⁵ [end]	[start] Eryuan j i ⁵⁵ [end]
[start] Eryuan ʈʂ ɤ ²¹ [end]	[start] Eryuan ʈʂ ɔ ²¹ [end]
[start] Eryuan tɕ i ³⁵ [end]	[start] Eryuan kʲ i ³⁵ [end]
[start] Eryuan l ɔ ²¹ [end]	[start] Eryuan l ɔ ²¹ [end]
[start] Eryuan s ɤ ⁴² [end]	[start] Eryuan ʂ ɤ ⁴² [end]
[start] Eryuan ts ɔ ⁴² [end]	[start] Eryuan ts ɔ ⁴² [end]
[start] Eryuan ɕ i ⁵⁵ [end]	[start] Eryuan ɕ i ⁵⁵ [end]
[start] Eryuan t ɯ ³⁵ [end]	[start] Eryuan t ɯ ³⁵ [end]
[start] Eryuan ts ɔ ⁴² [end]	[start] Eryuan ʈʂ o ⁴² [end]
[start] Eryuan kʰ w e ⁵⁵ [end]	[start] Eryuan kʰ w e ⁵⁵ [end]
[start] Eryuan tɕʰ i ³¹ [end]	[start] Eryuan tɕ i ²¹ [end]
[start] Eryuan t a ³⁵ [end]	[start] Eryuan t a ³⁵ [end]
[start] Eryuan ts ɿ ³³ [end]	[start] Eryuan ts ɿ ³³ [end]
[start] Eryuan ʈʂʰ ɛ ⁵⁵ [end]	[start] Eryuan ʈʂʰ ɛ ⁵⁵ [end]
[start] Eryuan s ɿ ³¹ [end]	[start] Eryuan s ɿ ³¹ [end]
[start] Eryuan s ɿ ³¹ [end]	[start] Eryuan z ɿ ²¹ [end]
[start] Eryuan k ɤ ³³ [end]	[start] Eryuan k ɤ ³³ [end]
[start] Eryuan w e ⁴² [end]	[start] Eryuan w e ⁴² [end]
[start] Eryuan t ɛ ²¹ [end]	[start] Eryuan t ɯ ³¹ [end]
[start] Eryuan kʲ ɛ ⁴² [end]	[start] Eryuan kʲ ɛ ⁴² [end]
[start] Eryuan kʲ ɛ ⁴² [end]	[start] Eryuan kʲ ɛ ⁴² [end]
[start] Eryuan j ɔ ⁴⁴ [end]	[start] Eryuan j o ⁴⁴ [end]
[start] Eryuan tɕʰ ɛ ⁵⁵ [end]	[start] Eryuan kʲ ɛ ⁵⁵ [end]
[start] Eryuan ŋ a ⁴⁴ [end]	[start] Eryuan ŋ a ⁴⁴ [end]
[start] Eryuan pʰ ɯ ⁵⁵ [end]	[start] Eryuan pʰ ɯ ⁵⁵ [end]
[start] Eryuan p ɔ ⁴⁴ [end]	[start] Eryuan p o ⁴⁴ [end]
[start] Eryuan kʰ w a ⁴⁴ [end]	[start] Eryuan kʰ w a ⁴⁴ [end]
[start] Eryuan ts ɿ ⁴² [end]	[start] Eryuan ts ɿ ⁴² [end]
[start] Eryuan tɕ i ³³ [end]	[start] Eryuan kʲ i ³³ [end]
[start] Eryuan t a ⁴² [end]	[start] Eryuan t a ⁴² [end]
[start] Heqing x e ⁵⁵ [end]	[start] Heqing xʰ ẽ ⁵⁵ [end]
[start] Heqing t ɯ ³¹ [end]	[start] Heqing t ɯ ³¹ [end]
[start] Heqing t ɯ ³¹ [end]	[start] Heqing t ɯ ³¹ [end]
[start] Heqing tsʰ ɯ ³¹ [end]	[start] Heqing tsʰ ɯ ³² [end]
[start] Heqing t ɯ ³¹ [end]	[start] Heqing t ɯ ³¹ [end]
[start] Heqing pʰ ɔu ⁴⁴ [end]	[start] Heqing pʰ ɔu ⁴⁴ [end]
[start] Heqing tsʰ ɯ ³¹ [end]	[start] Heqing tsʰ ɯ ³¹ [end]
[start] Heqing l a ⁵⁵ [end]	[start] Heqing l a ³⁵ [end]
[start] Heqing ts ɿ ³¹ [end]	[start] Heqing ts ɿ ³³ [end]
[start] Heqing t ɔ ²¹ [end]	[start] Heqing t ɔ ²¹ [end]
[start] Heqing t a ²¹ [end]	[start] Heqing t a ²¹ [end]
[start] Heqing ɕ y ⁵⁵ [end]	[start] Heqing ɕ y ⁵⁵ [end]
[start] Heqing l i ⁵⁵ [end]	[start] Heqing l i ⁵⁵ [end]
[start] Heqing sʰ ɛ̃ ³³ [end]	[start] Heqing sʰ ɿ ³³ [end]
[start] Heqing ts w ɔ ³³ [end]	[start] Heqing ts w ɔ̃ ³³ [end]
[start] Heqing sʰ e ⁴⁴ [end]	[start] Heqing sʰ e ⁴⁴ [end]
[start] Heqing x ɔ ³⁵ [end]	[start] Heqing x w ɔ ³⁵ [end]
[start] Heqing kʰ ɔ ³³ [end]	[start] Heqing kʰ w ɔ ³³ [end]
[start] Heqing sʰ ɔ̃u ⁵⁵ [end]	[start] Heqing sʰ ɔu ⁵⁵ [end]
[start] Heqing tsʰ ɿ ⁵⁵ [end]	[start] Heqing tsʰ ɿ ⁵⁵ [end]
[start] Heqing k ɯ ³¹ [end]	[start] Heqing k ɯ ³¹ [end]
[start] Heqing p ɔu ²¹ [end]	[start] Heqing p ɔ ²¹ [end]
[start] Heqing p ã ⁴⁴ [end]	[start] Heqing p a ⁴⁴ [end]
[start] Heqing ts ẽ ⁴² [end]	[start] Heqing ts e ⁴² [end]
[start] Heqing sʰ ɯ ³³ [end]	[start] Heqing sʰ ɯ ³³ [end]
[start] Heqing sʰ ɯ ³³ [end]	[start] Heqing sʰ ɯ ³³ [end]
[start] Heqing sʰ ɯ ³³ [end]	[start] Heqing sʰ ɯ ³³ [end]
[start] Heqing k ɛ ⁴⁴ [end]	[start] Heqing k ɛ ⁴² [end]
[start] Heqing p a ⁴² [end]	[start] Heqing p a ⁴² [end]
[start] Heqing ɕ y ³³ [end]	[start] Heqing ɕ y ³³ [end]
[start] Heqing t e ⁴⁴ [end]	[start] Heqing t e ⁴⁴ [end]
[start] Heqing k w a ⁴⁴ [end]	[start] Heqing k w a ⁴⁴ [end]
[start] Heqing k ou ⁴⁴ [end]	[start] Heqing k ou ⁴⁴ [end]
[start] Heqing k w a ⁴⁴ [end]	[start] Heqing k w a ⁴⁴ [end]
[start] Heqing sʰ w a ⁴⁴ [end]	[start] Heqing sʰ w a ⁴⁴ [end]
[start] Heqing ts ɿ ³³ [end]	[start] Heqing ts ɿ ³³ [end]
[start] Heqing ts ɔ̃u ²¹ [end]	[start] Heqing ts ɔ̃u ²¹ [end]
[start] Heqing ɕʰ ĩ ⁵⁵ [end]	[start] Heqing ɕʰ ĩ ⁵⁵ [end]
[start] Heqing k ã ⁵⁵ [end]	[start] Heqing k ã ⁵⁵ [end]
[start] Heqing sʰ ɿ ³³ [end]	[start] Heqing s ɿ ³³ [end]
[start] Heqing s ɿ ³¹ [end]	[start] Heqing sʰ ɔu ³¹ [end]
[start] Heqing j ĩ ²¹ [end]	[start] Heqing j ĩ ²¹ [end]
[start] Heqing k ɛ ³⁵ [end]	[start] Heqing k ɛ̃ ³⁵ [end]
[start] Heqing j w ɔ ³³ [end]	[start] Heqing j õ ³³ [end]
[start] Heqing j ĩ ²¹ [end]	[start] Heqing j ĩ ²¹ [end]
[start] Heqing m ɔu ³³ [end]	[start] Heqing m ɔu ³³ [end]
[start] Heqing j ĩ ²¹ [end]	[start] Heqing t j ɯ ²¹ [end]
[start] Heqing ts ɿ ³³ [end]	[start] Heqing ts ɿ ³³ [end]
[start] Heqing x a ³¹ [end]	[start] Heqing xʰ ɔu ³¹ [end]
[start] Heqing t w ɔ ³⁵ [end]	[start] Heqing t w ɔ̃ ³⁵ [end]
[start] Heqing x ɔ ³¹ [end]	[start] Heqing xʰ ɔu ³¹ [end]
[start] Heqing ts ɿ ³³ [end]	[start] Heqing ts ɿ ³³ [end]
[start] Heqing k u ²¹ [end]	[start] Heqing k u ²¹ [end]
[start] Heqing m e ²¹ [end]	[start] Heqing m e ²¹ [end]
[start] Heqing k ɔ ³¹ [end]	[start] Heqing k ɔ̃u ⁴² [end]
[start] Heqing k ɛ ⁴² [end]	[start] Heqing k ɛ ⁴² [end]
[start] Heqing l ɔ ³¹ [end]	[start] Heqing l ɔu ³¹ [end]
[start] Heqing k ã ⁵⁵ [end]	[start] Heqing k ã ⁵⁵ [end]
[start] Heqing m e ³³ [end]	[start] Heqing m e ³³ [end]
[start] Heqing pʰ ɛ ⁵⁵ [end]	[start] Heqing pʰ ɛ ⁵⁵ [end]
[start] Heqing j ĩ ⁴⁴ [end]	[start] Heqing j ĩ ⁴⁴ [end]
[start] Heqing p e ³³ [end]	[start] Heqing p ẽ ³³ [end]
[start] Heqing ts ɿ ⁵⁵ [end]	[start] Heqing ts ɿ ⁵⁵ [end]
[start] Heqing k ɛ ²¹ [end]	[start] Heqing k ɛ ²¹ [end]
[start] Heqing ts ɔ ²¹ [end]	[start] Heqing ts ɔu ²¹ [end]
[start] Heqing sʰ ɔ̃u ⁵⁵ [end]	[start] Heqing s ɔu ³⁵ [end]
[start] Heqing t ɔ ²¹ [end]	[start] Heqing t ɔu ²¹ [end]
[start] Heqing j i ⁵⁵ [end]	[start] Heqing j i ⁵⁵ [end]
[start] Heqing ts u ²¹ [end]	[start] Heqing ts w ɔ ²¹ [end]
[start] Heqing tɕ i ⁵⁵ [end]	[start] Heqing tɕ i ⁵⁵ [end]
[start] Heqing l ɔ ²¹ [end]	[start] Heqing l ɔu ²¹ [end]
[start] Heqing sʰ w ɔ ⁴² [end]	[start] Heqing s w ɔ ⁴² [end]
[start] Heqing ts ɔ ⁴² [end]	[start] Heqing ts ɔu ⁴² [end]
[start] Heqing ɕʰ ĩ ⁵⁵ [end]	[start] Heqing ɕʰ ĩ ⁵⁵ [end]
[start] Heqing t ɯ ⁵⁵ [end]	[start] Heqing t ɯ̃ ⁵⁵ [end]
[start] Heqing ts u ⁴² [end]	[start] Heqing ts ou ⁴² [end]
[start] Heqing kʰ w e ³⁵ [end]	[start] Heqing kʰ w e ⁵⁵ [end]
[start] Heqing tɕʰ i ³¹ [end]	[start] Heqing tɕʰ i ³¹ [end]
[start] Heqing t a ⁵⁵ [end]	[start] Heqing t ã ³⁵ [end]
[start] Heqing ts ɿ ³³ [end]	[start] Heqing ts ɿ ³³ [end]
[start] Heqing tɕʰ ɛ̃ ⁵⁵ [end]	[start] Heqing tsʰ ɛ̃ ⁵⁵ [end]
[start] Heqing sʰ ɿ ³¹ [end]	[start] Heqing s ɿ ³¹ [end]
[start] Heqing s ɿ ³¹ [end]	[start] Heqing z ɛ̃ ²¹ [end]
[start] Heqing k w ɔ ³³ [end]	[start] Heqing k w ɔ ³³ [end]
[start] Heqing w e ⁴² [end]	[start] Heqing w e ⁴² [end]
[start] Heqing t ɯ ³¹ [end]	[start] Heqing t ɯ ²¹ [end]
[start] Heqing k ɛ ⁴² [end]	[start] Heqing k ɛ ⁴² [end]
[start] Heqing k ɛ ⁴² [end]	[start] Heqing k ɛ ⁴² [end]
[start] Heqing j ɔ ⁴⁴ [end]	[start] Heqing j ɔu ⁴⁴ [end]
[start] Heqing tɕʰ ɛ̃ ⁵⁵ [end]	[start] Heqing tɕʰ ɛ̃ ⁵⁵ [end]
[start] Heqing ŋ a ⁴⁴ [end]	[start] Heqing ŋ a ⁴⁴ [end]
[start] Heqing pʰ ɯ ⁵⁵ [end]	[start] Heqing pʰ ɯ ⁵⁵ [end]
[start] Heqing p ɔu ⁴⁴ [end]	[start] Heqing p ɔu ⁴⁴ [end]
[start] Heqing kʰ w a ⁴⁴ [end]	[start] Heqing kʰ w a ⁴⁴ [end]
[start] Heqing ts ɿ ⁴² [end]	[start] Heqing ts ɿ ⁴² [end]
[start] Heqing tɕ i ³³ [end]	[start] Heqing kʰ a ³³ [end]
[start] Heqing t a ⁴² [end]	[start] Heqing t a ⁴² [end]
[start] Jianchuan x e ⁵⁵ [end]	[start] Jianchuan x ẽ ⁵⁵ [end]
[start] Jianchuan t ɯ ³¹ [end]	[start] Jianchuan t ɯ ²¹ [end]
[start] Jianchuan t ɯ ³¹ [end]	[start] Jianchuan t ɯ ²¹ [end]
[start] Jianchuan tsʰ ɯ ³¹ [end]	[start] Jianchuan ts ɿ ³³ [end]
[start] Jianchuan t ɯ ³¹ [end]	[start] Jianchuan t ɯ ²¹ [end]
[start] Jianchuan pʰ ou ⁴⁴ [end]	[start] Jianchuan pʰ o ⁴⁴ [end]
[start] Jianchuan tsʰ ɯ ³¹ [end]	[start] Jianchuan tsʰ ɯ ³¹ [end]
[start] Jianchuan l a ⁵⁵ [end]	[start] Jianchuan l a ³⁵ [end]
[start] Jianchuan ts ɿ ³¹ [end]	[start] Jianchuan ts ɿ ³³ [end]
[start] Jianchuan t o ²¹ [end]	[start] Jianchuan t ou ²¹ [end]
[start] Jianchuan t a ²¹ [end]	[start] Jianchuan t a ²¹ [end]
[start] Jianchuan ɕ y ⁵⁵ [end]	[start] Jianchuan ɕ y ⁵⁵ [end]
[start] Jianchuan l i ⁵⁵ [end]	[start] Jianchuan l i ⁵⁵ [end]
[start] Jianchuan s ɛ̃ ³³ [end]	[start] Jianchuan s ɛ̃ ³³ [end]
[start] Jianchuan ts ɤ ³³ [end]	[start] Jianchuan ts ɤ̃ ³³ [end]
[start] Jianchuan s e ⁴⁴ [end]	[start] Jianchuan s e ⁴⁴ [end]
[start] Jianchuan x ou ⁵⁵ [end]	[start] Jianchuan x ou ⁵⁵ [end]
[start] Jianchuan kʰ ou ³³ [end]	[start] Jianchuan k ou ³³ [end]
[start] Jianchuan s ou ⁵⁵ [end]	[start] Jianchuan s õ ⁵⁵ [end]
[start] Jianchuan tsʰ ɿ ⁵⁵ [end]	[start] Jianchuan tsʰ ɛ̃ ⁵⁵ [end]
[start] Jianchuan k ɯ ³¹ [end]	[start] Jianchuan kʰ ɯ ³¹ [end]
[start] Jianchuan p o ²¹ [end]	[start] Jianchuan p o ²¹ [end]
[start] Jianchuan p a ⁴⁴ [end]	[start] Jianchuan p a ⁴⁴ [end]
[start] Jianchuan ts e ⁴² [end]	[start] Jianchuan ts e ⁴² [end]
[start] Jianchuan s ɯ ³³ [end]	[start] Jianchuan s ɯ ³³ [end]
[start] Jianchuan s ɯ ³³ [end]	[start] Jianchuan s ɯ ³³ [end]
[start] Jianchuan s ɯ ³³ [end]	[start] Jianchuan s ɯ ³³ [end]
[start] Jianchuan k ɛ ⁴⁴ [end]	[start] Jianchuan k ɛ ⁴⁴ [end]
[start] Jianchuan p a ⁴² [end]	[start] Jianchuan p a ⁴² [end]
[start] Jianchuan ɕ y ³³ [end]	[start] Jianchuan ɕ y ³³ [end]
[start] Jianchuan t e ⁴⁴ [end]	[start] Jianchuan t e ⁴⁴ [end]
[start] Jianchuan k w a ⁴⁴ [end]	[start] Jianchuan k w a ⁴⁴ [end]
[start] Jianchuan k o ⁴⁴ [end]	[start] Jianchuan k ou ⁴⁴ [end]
[start] Jianchuan k w a ⁴⁴ [end]	[start] Jianchuan k w a ⁴⁴ [end]
[start] Jianchuan s w a ⁴⁴ [end]	[start] Jianchuan s w a ⁴⁴ [end]
[start] Jianchuan ts ɿ ³³ [end]	[start] Jianchuan ts ɿ ³³ [end]
[start] Jianchuan ts õu ²¹ [end]	[start] Jianchuan ts õ ²¹ [end]
[start] Jianchuan ɕ ĩ ⁵⁵ [end]	[start] Jianchuan ɕ ĩ ⁵⁵ [end]
[start] Jianchuan k ã ⁵⁵ [end]	[start] Jianchuan k ã ⁵⁵ [end]
[start] Jianchuan s ɿ ³³ [end]	[start] Jianchuan s ɿ ³³ [end]
[start] Jianchuan s ɿ ³¹ [end]	[start] Jianchuan s ou ²¹ [end]
[start] Jianchuan j ĩ ²¹ [end]	[start] Jianchuan j ĩ ²¹ [end]
[start] Jianchuan k ɛ ⁵⁵ [end]	[start] Jianchuan k ɛ̃ ⁵⁵ [end]
[start] Jianchuan j ɤ̃ ³³ [end]	[start] Jianchuan j ɤ̃ ³³ [end]
[start] Jianchuan j ĩ ²¹ [end]	[start] Jianchuan j ĩ ²¹ [end]
[start] Jianchuan m o ³³ [end]	[start] Jianchuan m o ³³ [end]
[start] Jianchuan j ĩ ²¹ [end]	[start] Jianchuan j ĩ ²¹ [end]
[start] Jianchuan ts ɿ ³³ [end]	[start] Jianchuan ts ɿ ³³ [end]
[start] Jianchuan x a ³¹ [end]	[start] Jianchuan x a ³¹ [end]
[start] Jianchuan t ɤ ⁵⁵ [end]	[start] Jianchuan t ɤ ⁵⁵ [end]
[start] Jianchuan x ɔ ³¹ [end]	[start] Jianchuan x ou ²¹ [end]
[start] Jianchuan ts ɿ ³³ [end]	[start] Jianchuan ts ɿ ³³ [end]
[start] Jianchuan k u ²¹ [end]	[start] Jianchuan k u ²¹ [end]
[start] Jianchuan m e ²¹ [end]	[start] Jianchuan m e ²¹ [end]
[start] Jianchuan k ɤ̃ ³¹ [end]	[start] Jianchuan k õ ²¹ [end]
[start] Jianchuan k ɛ ⁴² [end]	[start] Jianchuan k ɛ ⁴² [end]
[start] Jianchuan l o ³¹ [end]	[start] Jianchuan l ou ³¹ [end]
[start] Jianchuan k ã ⁵⁵ [end]	[start] Jianchuan k ã ⁵⁵ [end]
[start] Jianchuan m e ³³ [end]	[start] Jianchuan m e ³³ [end]
[start] Jianchuan pʰ ɛ ⁵⁵ [end]	[start] Jianchuan pʰ ɛ ⁵⁵ [end]
[start] Jianchuan j ĩ ⁴⁴ [end]	[start] Jianchuan j ĩ ⁴⁴ [end]
[start] Jianchuan p e ³³ [end]	[start] Jianchuan p ẽ ³³ [end]
[start] Jianchuan ts ɿ ⁵⁵ [end]	[start] Jianchuan ts ɿ ⁵⁵ [end]
[start] Jianchuan k ɛ ²¹ [end]	[start] Jianchuan k ɛ ²¹ [end]
[start] Jianchuan ts ou ²¹ [end]	[start] Jianchuan ts ou ²¹ [end]
[start] Jianchuan s ou ⁵⁵ [end]	[start] Jianchuan s o ⁵⁵ [end]
[start] Jianchuan t o ²¹ [end]	[start] Jianchuan t o ²¹ [end]
[start] Jianchuan j i ⁵⁵ [end]	[start] Jianchuan j i ⁵⁵ [end]
[start] Jianchuan ts ɤ ²¹ [end]	[start] Jianchuan ts ɤ ²¹ [end]
[start] Jianchuan tɕ i ⁵⁵ [end]	[start] Jianchuan tɕ ĩ ⁵⁵ [end]
[start] Jianchuan l ou ²¹ [end]	[start] Jianchuan l ou ²¹ [end]
[start] Jianchuan s ɤ ⁴² [end]	[start] Jianchuan s ɤ ⁴² [end]
[start] Jianchuan ts o ⁴² [end]	[start] Jianchuan ts ou ⁴² [end]
[start] Jianchuan ɕ ĩ ⁵⁵ [end]	[start] Jianchuan ɕ ĩ ⁵⁵ [end]
[start] Jianchuan t ɯ̃ ⁵⁵ [end]	[start] Jianchuan t ɯ ⁵⁵ [end]
[start] Jianchuan ts o ⁴² [end]	[start] Jianchuan tɕ o ⁴² [end]
[start] Jianchuan kʰ w e ⁵⁵ [end]	[start] Jianchuan kʰ w e ⁵⁵ [end]
[start] Jianchuan tɕʰ i ³¹ [end]	[start] Jianchuan tɕ i ²¹ [end]
[start] Jianchuan t a ⁵⁵ [end]	[start] Jianchuan t a ⁵⁵ [end]
[start] Jianchuan ts ɿ ³³ [end]	[start] Jianchuan ts ɿ ³³ [end]
[start] Jianchuan tsʰ ɛ̃ ⁵⁵ [end]	[start] Jianchuan tsʰ ɛ̃ ⁵⁵ [end]
[start] Jianchuan s ɿ ³¹ [end]	[start] Jianchuan s ɛ ³¹ [end]
[start] Jianchuan s ɿ ²¹ [end]	[start] Jianchuan s ɛ̃ ³¹ [end]
[start] Jianchuan k ɤ ³³ [end]	[start] Jianchuan k ɤ ³³ [end]
[start] Jianchuan w e ⁴² [end]	[start] Jianchuan v e ⁴² [end]
[start] Jianchuan t ɯ ²¹ [end]	[start] Jianchuan t ɛ ²¹ [end]
[start] Jianchuan k ɛ ⁴² [end]	[start] Jianchuan k ɛ ⁴² [end]
[start] Jianchuan k ɛ ⁴² [end]	[start] Jianchuan k ɛ ⁴² [end]
[start] Jianchuan j o ⁴⁴ [end]	[start] Jianchuan j o ⁴⁴ [end]
[start] Jianchuan tɕʰ ɛ̃ ⁵⁵ [end]	[start] Jianchuan tɕʰ ɛ̃ ⁵⁵ [end]
[start] Jianchuan ŋ a ⁴⁴ [end]	[start] Jianchuan ŋ a ⁴⁴ [end]
[start] Jianchuan pʰ ɯ ⁵⁵ [end]	[start] Jianchuan pʰ ɯ ⁵⁵ [end]
[start] Jianchuan p o ⁴⁴ [end]	[start] Jianchuan p o ⁴⁴ [end]
[start] Jianchuan kʰ w a ⁴⁴ [end]	[start] Jianchuan kʰ w a ⁴⁴ [end]
[start] Jianchuan ts ɿ ⁴² [end]	[start] Jianchuan ts ɛ̃ ⁴² [end]
[start] Jianchuan tɕ i ³³ [end]	[start] Jianchuan tɕ i ³³ [end]
[start] Jianchuan t a ⁴² [end]	[start] Jianchuan t a ⁴² [end]
[start] Lanping x ẽ ⁵⁵ [end]	[start] Lanping x ẽ ⁵⁵ [end]
[start] Lanping t ɯ ³¹ [end]	[start] Lanping t j ɯ ²¹ [end]
[start] Lanping t ɯ ³¹ [end]	[start] Lanping t j ɯ ²¹ [end]
[start] Lanping tsʰ ɯ ³¹ [end]	[start] Lanping tsʰ ɯ ²¹ [end]
[start] Lanping t ɯ ³¹ [end]	[start] Lanping t j ɯ ²¹ [end]
[start] Lanping pʰ u ⁴⁴ [end]	[start] Lanping pʰ ao ³³ [end]
[start] Lanping tsʰ ɯ ³¹ [end]	[start] Lanping tsʰ ɯ ³¹ [end]
[start] Lanping l a ⁵⁵ [end]	[start] Lanping l a ⁴⁴ [end]
[start] Lanping ts ɿ ³¹ [end]	[start] Lanping ts ɯ ³³ [end]
[start] Lanping t u ²¹ [end]	[start] Lanping t w ɔ ³¹ [end]
[start] Lanping t a ²¹ [end]	[start] Lanping t a ²¹ [end]
[start] Lanping ɕ y ⁵⁵ [end]	[start] Lanping ɕ y ⁵⁵ [end]
