Predicted	Actual
[start] MonpaDirang tʃʰ i t p u [end]	[start] MonpaDirang tʃʰ i p u [end]
[start] MonpaDirang a m a [end]	[start] MonpaDirang a m [end]
[start] MonpaDirang ʃ a [end]	[start] MonpaDirang ʃ a [end]
[start] MonpaDirang n a m i ŋ [end]	[start] MonpaDirang n a m n i ŋ [end]
[start] MonpaDirang z i ŋ tʃ a ŋ [end]	[start] MonpaDirang dʒ i ŋ z a ŋ [end]
[start] MonpaDirang tʰ e p k a [end]	[start] MonpaDirang t̪ʰ e p z a [end]
[start] MonpaDirang g u [end]	[start] MonpaDirang g u [end]
[start] MonpaDirang s i [end]	[start] MonpaDirang s i [end]
[start] MonpaDirang ɾ a [end]	[start] MonpaDirang ɾ a [end]
[start] MonpaDirang b e tʃ a [end]	[start] MonpaDirang b e tʃ a [end]
[start] MonpaDirang l i [end]	[start] MonpaDirang l i [end]
[start] MonpaDirang kʰ a n d a ɾ i [end]	[start] MonpaDirang kʰ a n d a [end]
[start] MonpaDirang tʃʰ a p tʃ e n [end]	[start] MonpaDirang tʃ a p tʃ e [end]
[start] MonpaDirang dʒ a m ʃ u [end]	[start] MonpaDirang dʒ a m ʃ u [end]
[start] MonpaDirang d̪ i l o [end]	[start] MonpaDirang d̪ i [end]
[start] MonpaDirang j a k p a [end]	[start] MonpaDirang j a k l a [end]
[start] MonpaDirang w a g a [end]	[start] MonpaDirang b ă g a [end]
[start] MonpaDirang b a l a ŋ b u [end]	[start] MonpaDirang b a l u ŋ b o [end]
[start] MonpaDirang d̪ a i b a [end]	[start] MonpaDirang d̪ a ʃ i b a k [end]
[start] MonpaDirang tʰ u ŋ g a [end]	[start] MonpaDirang tʰ u ŋ g a [end]
[start] MonpaDirang tʰ u l u [end]	[start] MonpaDirang tʰ u l i [end]
[start] MonpaDirang ʃ i [end]	[start] MonpaDirang ʃ i [end]
[start] MonpaDirang m i z u m b a [end]	[start] MonpaDirang n i z u m b a [end]
[start] MonpaDirang g o i [end]	[start] MonpaDirang g o i [end]
[start] MonpaDirang dʒ i [end]	[start] MonpaDirang dʒ i [end]
[start] MonpaDirang pʰ o t kʰ a n [end]	[start] MonpaDirang pʰ o t p a n [end]
[start] MonpaDirang g o g a [end]	[start] MonpaDirang g o g a [end]
[start] MonpaDirang tʃ a ŋ p u [end]	[start] MonpaDirang tʃʰ a ŋ p u [end]
[start] MonpaDirang ŋ a m [end]	[start] MonpaDirang ŋ a m [end]
[start] MonpaDirang s a ŋ b u [end]	[start] MonpaDirang s a ŋ b u [end]
[start] MonpaDirang g a ɾ a ŋ b u [end]	[start] MonpaDirang g a ɾ a ŋ b r u m a [end]
[start] MonpaDirang z a m b a [end]	[start] MonpaDirang z a m b a [end]
[start] MonpaDirang j a ŋ l u ŋ [end]	[start] MonpaDirang j a ŋ l u [end]
[start] MonpaDirang t r o ŋ tʃ u ŋ [end]	[start] MonpaDirang k u ɾ o ŋ tʃ u ŋ b u [end]
[start] MonpaDirang s o ŋ a [end]	[start] MonpaDirang s o ŋ a [end]
[start] MonpaDirang dʒ o k t̪ a ŋ [end]	[start] MonpaDirang dʒ o g t a ŋ [end]
[start] MonpaDirang tʃʰ u [end]	[start] MonpaDirang tʃʰ u [end]
[start] MonpaDirang g o k p a [end]	[start] MonpaDirang g o k tʃ u [end]
[start] MonpaDirang b i t i ŋ p a [end]	[start] MonpaDirang b i t i ŋ p e w o [end]
[start] MonpaDirang pʰ u l o n [end]	[start] MonpaDirang pʰ u l o [end]
[start] MonpaDirang ŋ a m tʃ a ŋ [end]	[start] MonpaDirang ŋ a m tʃʰ a [end]
[start] MonpaDirang b o ŋ b o ŋ [end]	[start] MonpaDirang b o ŋ [end]
[start] MonpaDirang ɲ i z a k [end]	[start] MonpaDirang ŋ i z a [end]
[start] MonpaDirang tʃ a n tʃ a ɾ a [end]	[start] MonpaDirang tʃ a n tʃ a ɾ a n [end]
[start] MonpaDirang t o tʃ a ŋ [end]	[start] MonpaDirang t o tʃ a ŋ [end]
[start] MonpaDirang d u i p a [end]	[start] MonpaDirang d u i p a [end]
[start] MonpaDirang n e g a ŋ [end]	[start] MonpaDirang n e g a ŋ [end]
[start] MonpaDirang g a ɾ i ŋ k i [end]	[start] MonpaDirang g a ɾ a ŋ k i l i [end]
[start] MonpaDirang s e tʃ i [end]	[start] MonpaDirang s a tʃ i l a [end]
[start] MonpaDirang pʰ u ŋ b e [end]	[start] MonpaDirang pʰ u ŋ b e [end]
[start] MonpaDirang pʰ e l o a [end]	[start] MonpaDirang pʰ e l u l a [end]
[start] MonpaDirang tʃ o tʃ o [end]	[start] MonpaDirang tʃ o tʃ o [end]
[start] MonpaDirang g e z a ŋ [end]	[start] MonpaDirang g e dʒ a ŋ j a [end]
[start] MonpaDirang j u [end]	[start] MonpaDirang j u [end]
[start] MonpaDirang g a ɾ i [end]	[start] MonpaDirang g a ɾ i l a m [end]
[start] MonpaDirangDum dʒ a ŋ [end]	[start] MonpaDirangDum dʒ a ŋ [end]
[start] MonpaDirangDum n a n [end]	[start] MonpaDirangDum n a n [end]
[start] MonpaDirangDum n a n [end]	[start] MonpaDirangDum n a n [end]
[start] MonpaDirangDum kʰ a ŋ dʒ a l a [end]	[start] MonpaDirangDum kʰ a ŋ tʃ i l a [end]
[start] MonpaDirangDum b e j a ŋ ɾ a [end]	[start] MonpaDirangDum b i j a ŋ ɾ a [end]
[start] MonpaDirangDum l e s i [end]	[start] MonpaDirangDum l e i s i [end]
[start] MonpaDirangDum o m a [end]	[start] MonpaDirangDum o m ʃ a [end]
[start] MonpaDirangDum t a ŋ p u [end]	[start] MonpaDirangDum t a ŋ p u [end]
[start] MonpaDirangDum tʃʰ a ŋ l u ŋ [end]	[start] MonpaDirangDum tʃʰ a ŋ l u [end]
[start] MonpaDirangDum l u s p u [end]	[start] MonpaDirangDum l u s p u [end]
[start] MonpaDirangDum kʰ a ŋ [end]	[start] MonpaDirangDum kʰ a ŋ [end]
[start] MonpaDirangDum l i [end]	[start] MonpaDirangDum l i [end]
[start] MonpaDirangDum m u m b a t i [end]	[start] MonpaDirangDum m u m b a t i [end]
[start] MonpaDirangDum ɲ i m b u [end]	[start] MonpaDirangDum n a m b y [end]
[start] MonpaDirangDum g a m tʰ i [end]	[start] MonpaDirangDum g a m tʰ i [end]
[start] MonpaDirangDum kʰ a m a ŋ [end]	[start] MonpaDirangDum kʰ a u [end]
[start] MonpaDirangDum m ŭ k p a [end]	[start] MonpaDirangDum m ŭ k p a [end]
[start] MonpaDirangDum pʰ i n a ŋ [end]	[start] MonpaDirangDum pʰ i n t a ŋ [end]
[start] MonpaDirangDum z a m ĭ [end]	[start] MonpaDirangDum z a m ĭ n [end]
[start] MonpaDirangDum g a s a [end]	[start] MonpaDirangDum g a ʃ j a [end]
[start] MonpaDirangDum kʰ u [end]	[start] MonpaDirangDum kʰ u [end]
[start] MonpaDirangDum k o t a ŋ [end]	[start] MonpaDirangDum k o t a ŋ [end]
[start] MonpaDirangDum g o i tʰ a m [end]	[start] MonpaDirangDum g o i tʰ a m [end]
[start] MonpaDirangDum b a n tʰ o [end]	[start] MonpaDirangDum b a n d u [end]
[start] MonpaDirangDum j e n [end]	[start] MonpaDirangDum j e n [end]
[start] MonpaDirangDum a n a [end]	[start] MonpaDirangDum a n a [end]
[start] MonpaDirangDum s o ŋ tʰ u r [end]	[start] MonpaDirangDum s o ŋ tʰ u r [end]
[start] MonpaDirangDum t o ŋ p a [end]	[start] MonpaDirangDum t o ŋ p a [end]
[start] MonpaDirangDum ɲ ĭ ɾ i [end]	[start] MonpaDirangDum ɲ i ɾ i [end]
[start] MonpaDirangDum m i ŋ [end]	[start] MonpaDirangDum m i ŋ [end]
[start] MonpaDirangDum tʰ ă r i ŋ b u [end]	[start] MonpaDirangDum tʰ ă ɾ i ŋ b u [end]
[start] MonpaDirangDum dʒ o k p u [end]	[start] MonpaDirangDum dʒ o k p u [end]
[start] MonpaDirangDum s i [end]	[start] MonpaDirangDum s i [end]
[start] MonpaDirangDum a p a [end]	[start] MonpaDirangDum a p a [end]
[start] MonpaDirangDum m i [end]	[start] MonpaDirangDum m i [end]
[start] MonpaDirangDum ŋ a [end]	[start] MonpaDirangDum ŋ a [end]
[start] MonpaDirangDum ŋ a [end]	[start] MonpaDirangDum ŋ a [end]
[start] MonpaDirangDum m o m a ŋ [end]	[start] MonpaDirangDum m o m n a [UNK] [end]
[start] MonpaDirangDum p s i [end]	[start] MonpaDirangDum b [UNK] s i [end]
[start] MonpaDirangDum l a m [end]	[start] MonpaDirangDum l a m [end]
[start] MonpaDirangDum r a w a [end]	[start] MonpaDirangDum r a b a [end]
[start] MonpaDirangDum s e r [end]	[start] MonpaDirangDum s e r [end]
[start] MonpaDirangDum tʃʰ a m [end]	[start] MonpaDirangDum tʃʰ a m [end]
[start] MonpaDirangDum g a ɾ a ŋ [end]	[start] MonpaDirangDum g a ɾ a ŋ [end]
[start] MonpaDirangDum ʃ a ɾ a ŋ [end]	[start] MonpaDirangDum ʃ j a ɾ a ŋ [end]
[start] MonpaDirangDum d̪ a r u ŋ [end]	[start] MonpaDirangDum w a r o ŋ [end]
[start] MonpaDirangDum pʰ e [end]	[start] MonpaDirangDum pʰ e [end]
[start] MonpaDirangDum dʒ a tʰ u r [end]	[start] MonpaDirangDum dʒ a tʰ u r [end]
[start] MonpaDirangDum b i n a ŋ kʰ u [end]	[start] MonpaDirangDum b i n a ŋ kʰ u lː a [end]
[start] MonpaDirangDum tʃ o w a ŋ [end]	[start] MonpaDirangDum tʃ o w a ŋ z a [end]
[start] MonpaDirangDum ʃ a w a [end]	[start] MonpaDirangDum ʃ i ŋ ʃ a [UNK] a [end]
[start] MonpaDirangDum j a ŋ b u [end]	[start] MonpaDirangDum j a ŋ p u z a [end]
[start] MonpaDirangDum tʃʰ u n [end]	[start] MonpaDirangDum tʃʰ u n [end]
[start] MonpaDirangDum ɾ i ŋ b u [end]	[start] MonpaDirangDum r i n b u [end]
[start] MonpaDirangDum m a n [end]	[start] MonpaDirangDum m a n [end]
[start] MonpaDirangDum n u m a [end]	[start] MonpaDirangDum n u [end]
[start] MonpaDirangDum z a l a m [end]	[start] MonpaDirangDum z a l a [end]
[start] MonpaDirangDum l a ɲ i [end]	[start] MonpaDirangDum l a n i tʰ u r [end]
[start] MonpaDirangDum a m a [end]	[start] MonpaDirangDum a m a [end]
[start] MonpaDirangDum n o w a ŋ [end]	[start] MonpaDirangDum n o a ŋ [end]
[start] MonpaDirangDum m i ŋ [end]	[start] MonpaDirangDum m i n [end]
[start] MonpaDirangDum ŋ a ŋ [end]	[start] MonpaDirangDum ŋ a ŋ [end]
[start] MonpaDirangDum kʰ a m [end]	[start] MonpaDirangDum kʰ a m [end]
[start] MonpaDirangDum s i ŋ b a [end]	[start] MonpaDirangDum s i ŋ b a [end]
[start] MonpaDirangDum b i n a ŋ [end]	[start] MonpaDirangDum b u i n a ŋ [end]
[start] MonpaDirangDum j e n a ŋ a [end]	[start] MonpaDirangDum j e n a ŋ [end]
[start] MonpaDirangDum n a w a ŋ [end]	[start] MonpaDirangDum n a k [end]
[start] MonpaDirangDum m a n b a [end]	[start] MonpaDirangDum m a n p a [end]
[start] MonpaDirangDum tʰ u r [end]	[start] MonpaDirangDum tʰ u r [end]
[start] MonpaDirangDum tʃ o ŋ [end]	[start] MonpaDirangDum tʃ o ŋ [end]
[start] MonpaDirangDum g a ɾ a ŋ p a [end]	[start] MonpaDirangDum g a ɾ a ŋ p a r [end]
[start] MonpaDirangDum ʃ u g u [end]	[start] MonpaDirangDum ʃ u g u [end]
[start] MonpaDirangDum l a m [end]	[start] MonpaDirangDum l a m [end]
[start] MonpaDirangDum b a d a m [end]	[start] MonpaDirangDum b a d a m [end]
[start] MonpaDirangDum pʰ a k p a [end]	[start] MonpaDirangDum pʰ a k p a [end]
[start] MonpaDirangDum ŋ a s [end]	[start] MonpaDirangDum ŋ a s [end]
[start] MonpaDirangDum ŋ a m s u [end]	[start] MonpaDirangDum ŋ a m s u [end]
[start] MonpaDirangDum m u d̪ j a ŋ b a [end]	[start] MonpaDirangDum m ŭ dʒ a m b a [end]
[start] MonpaDirangDum tʃʰ a l u [end]	[start] MonpaDirangDum tʃʰ a l u [end]
[start] MonpaDirangDum s u l u [end]	[start] MonpaDirangDum s u l u [end]
[start] MonpaDirangDum tʃ o d u ŋ [end]	[start] MonpaDirangDum tʃ o d u m [end]
[start] MonpaDirangDum i ɲ tʃʰ a [end]	[start] MonpaDirangDum i ɲ tʃʰ a [end]
[start] MonpaDirangDum z u m [end]	[start] MonpaDirangDum z u m [end]
[start] MonpaDirangDum ŋ o i [end]	[start] MonpaDirangDum ŋ o i [end]
[start] MonpaDirangDum kʰ u ŋ [end]	[start] MonpaDirangDum kʰ u ŋ [end]
[start] MonpaDirangDum m o ŋ n a ŋ [end]	[start] MonpaDirangDum m o ŋ n a ŋ [end]
[start] MonpaDirangDum ŋ a m t̪ a ŋ [end]	[start] MonpaDirangDum ŋ a m tʰ u ŋ [end]
[start] MonpaDirangDum m u g i [end]	[start] MonpaDirangDum m u i [end]
[start] MonpaDirangDum b u tʃ i l a [end]	[start] MonpaDirangDum b u ʃ i l a [end]
[start] MonpaDirangDum z a [end]	[start] MonpaDirangDum z a [end]
[start] MonpaDirangDum tʃʰ u r tʃ u r [end]	[start] MonpaDirangDum tʃʰ u r p u [end]
[start] MonpaDirangDum l e m [end]	[start] MonpaDirangDum l e m [end]
[start] MonpaDirangDum k a r m a [end]	[start] MonpaDirangDum k a r m a [end]
[start] MonpaDirangDum l u ŋ [end]	[start] MonpaDirangDum l u ŋ [end]
[start] MonpaDirangDum ŋ a m z i [end]	[start] MonpaDirangDum ŋ a m [end]
[start] MonpaDirangDum ʃ u p t̪ a ŋ [end]	[start] MonpaDirangDum ɕ ŭ p t̪ a ŋ [end]
[start] MonpaDirangDum ʃ a m pʰ i [end]	[start] MonpaDirangDum ɕ a m p i [end]
[start] MonpaDirangDum s e [end]	[start] MonpaDirangDum s j e [end]
[start] MonpaDirangDum ɾ i n a ŋ s o [end]	[start] MonpaDirangDum ɾ i n a ŋ s o p l a [end]
[start] MonpaDirangDum z u [end]	[start] MonpaDirangDum z u [end]
[start] MonpaDirangDum t o ŋ t a tʰ u [end]	[start] MonpaDirangDum t o ŋ t a tʰ u ɾ [end]
[start] MonpaDirangDum k u t p a [end]	[start] MonpaDirangDum k ŭ p a [end]
[start] MonpaDirangDum s a m [end]	[start] MonpaDirangDum s u m [end]
[start] MonpaDirangDum ŋ a m tʃʰ a [end]	[start] MonpaDirangDum ŋ a m k o w a [end]
[start] MonpaDirangDum m o ŋ ʃ o t̪ l o [end]	[start] MonpaDirangDum m o ŋ tʃ o t̪ o ŋ l a [end]
[start] MonpaDirangDum ŋ a r kʰ a [end]	[start] MonpaDirangDum ŋ a r b o [end]
[start] MonpaDirangDum tʰ ĭ n tʰ u ŋ [end]	[start] MonpaDirangDum tʰ ĭ n u ŋ [end]
[start] MonpaDirangDum l e [end]	[start] MonpaDirangDum l e [end]
[start] MonpaDirangDum s a [end]	[start] MonpaDirangDum ɕ j a [end]
[start] MonpaDirangDum ʃ i ŋ [end]	[start] MonpaDirangDum ʃ i ŋ [end]
[start] MonpaDirangDum s o ŋ [end]	[start] MonpaDirangDum s o ŋ n i tʃ i ŋ [end]
[start] MonpaDirangDum kʰ e tʰ u r [end]	[start] MonpaDirangDum kʰ e tʰ u ɾ [end]
[start] MonpaDirangDum n i tʃ i ŋ [end]	[start] MonpaDirangDum n i tʃ i ŋ [end]
[start] MonpaDirangDum d u ŋ [end]	[start] MonpaDirangDum d u ŋ [end]
[start] MonpaDirangDum ɾ i [end]	[start] MonpaDirangDum ɾ i [end]
[start] MonpaDirangDum g i t i j a [end]	[start] MonpaDirangDum g i t i [end]
[start] MonpaDirangDum s i j a [end]	[start] MonpaDirangDum s i [end]
[start] MonpaDirangDum ɾ i d i [end]	[start] MonpaDirangDum ɾ i d i [end]
[start] MonpaDirangDum k o tʃ u ŋ [end]	[start] MonpaDirangDum k o tʃ u ŋ [end]
[start] MonpaDirangDum ɲ i ŋ tʰ u ɾ [end]	[start] MonpaDirangDum n i ŋ tʰ u ɾ [end]
[start] MonpaDirangDum s e r tʃʰ a [end]	[start] MonpaDirangDum s e r b u [end]
[start] MonpaDirangDum b o ɲ i ŋ [end]	[start] MonpaDirangDum b o ɲ i [end]
[start] MonpaDirangDum g a ŋ p u [end]	[start] MonpaDirangDum g a ŋ p u [end]
[start] MonpaDirangDum d i m i [end]	[start] MonpaDirangDum l i d i m i [end]
[start] MonpaDirangDum d̪ u k p u [end]	[start] MonpaDirangDum d̪ u pʰ u l a [end]
[start] MonpaDirangDum p u tʃ i [end]	[start] MonpaDirangDum p u tʃ i [end]
[start] MonpaDirangDum kʰ a [end]	[start] MonpaDirangDum kʰ a [end]
[start] MonpaDirangDum tʰ a ŋ a [end]	[start] MonpaDirangDum tʰ a ŋ a [end]
[start] MonpaDirangDum z u l u [end]	[start] MonpaDirangDum z u ɾ u [end]
[start] MonpaDirangDum w a [end]	[start] MonpaDirangDum w a [end]
[start] MonpaDirangDum s o s o [end]	[start] MonpaDirangDum s o s o [end]
[start] MonpaDirangDum d o ŋ p a [end]	[start] MonpaDirangDum d o ŋ p a [end]
[start] MonpaDirangDum ɾ o k o [end]	[start] MonpaDirangDum ɾ o k [end]
[start] MonpaDirangDum tʃʰ i t p u [end]	[start] MonpaDirangDum tʃʰ i p u [end]
[start] MonpaDirangDum b u [end]	[start] MonpaDirangDum b u [end]
[start] MonpaDirangDum a m a [end]	[start] MonpaDirangDum a m [end]
[start] MonpaDirangDum ʃ a [end]	[start] MonpaDirangDum ʃ j a [end]
[start] MonpaDirangDum l a ɲ i ŋ [end]	[start] MonpaDirangDum l a ɲ i [end]
[start] MonpaDirangDum n a m i ŋ [end]	[start] MonpaDirangDum n a m n i ŋ [end]
[start] MonpaDirangDum z i ŋ tʃ a ŋ [end]	[start] MonpaDirangDum dʒ i ŋ z a ŋ [end]
[start] MonpaDirangDum tʰ e p k a [end]	[start] MonpaDirangDum t̪ʰ e p z a [end]
[start] MonpaDirangDum g u [end]	[start] MonpaDirangDum g u [end]
[start] MonpaDirangDum s i [end]	[start] MonpaDirangDum s i [end]
[start] MonpaDirangDum ɾ a [end]	[start] MonpaDirangDum ɾ a [end]
[start] MonpaDirangDum b e tʃ a [end]	[start] MonpaDirangDum b e tʃ a [end]
[start] MonpaDirangDum l i [end]	[start] MonpaDirangDum l i [end]
[start] MonpaDirangDum tʃʰ a p tʃ e [end]	[start] MonpaDirangDum tʃ a p tʃ e [end]
[start] MonpaDirangDum dʒ a m tʃʰ a [end]	[start] MonpaDirangDum dʒ a m ʃ u [end]
[start] MonpaDirangDum d̪ i l o [end]	[start] MonpaDirangDum d̪ i [end]
[start] MonpaDirangDum j a k l a [end]	[start] MonpaDirangDum l o j a k p o [end]
[start] MonpaDirangDum w ă g a [end]	[start] MonpaDirangDum b ă g a [end]
[start] MonpaDirangDum b a l a ŋ b u [end]	[start] MonpaDirangDum b a l u ŋ b o [end]
[start] MonpaDirangDum tʰ u l u [end]	[start] MonpaDirangDum tʰ u l i [end]
[start] MonpaDirangDum ʃ i [end]	[start] MonpaDirangDum ɕ i [end]
[start] MonpaDirangDum m i z u b a [end]	[start] MonpaDirangDum n i z u m b a [end]
[start] MonpaDirangDum g o i [end]	[start] MonpaDirangDum g o i [end]
[start] MonpaDirangDum dʒ i [end]	[start] MonpaDirangDum dʒ i [end]
[start] MonpaDirangDum g o g a [end]	[start] MonpaDirangDum g o g a [end]
[start] MonpaDirangDum s a ŋ b u [end]	[start] MonpaDirangDum s a ŋ b o l a [end]
[start] MonpaDirangDum a w a [end]	[start] MonpaDirangDum a u [end]
[start] MonpaDirangDum g a ɾ a ŋ b a [end]	[start] MonpaDirangDum g a ɾ a ŋ b r u m a [end]
[start] MonpaDirangDum z a m b a [end]	[start] MonpaDirangDum z a m b a [end]
[start] MonpaDirangDum MonpaDirangDum i [end]	[start] MonpaDirangDum [UNK] i [end]
[start] MonpaDirangDum j a ŋ l u ŋ [end]	[start] MonpaDirangDum j a ŋ l u [end]
[start] MonpaDirangDum t r o ŋ tʃ u ŋ [end]	[start] MonpaDirangDum k u ɾ o ŋ tʃ u ŋ b u [end]
[start] MonpaDirangDum dʒ o k t̪ a ŋ [end]	[start] MonpaDirangDum dʒ o g t a ŋ [end]
[start] MonpaDirangDum tʃʰ u [end]	[start] MonpaDirangDum tʃʰ u [end]
[start] MonpaDirangDum z i m b u [end]	[start] MonpaDirangDum z i m b u [end]
[start] MonpaDirangDum g o k p a [end]	[start] MonpaDirangDum g o k p o [end]
[start] MonpaDirangDum b i l o [end]	[start] MonpaDirangDum b i l o [end]
[start] MonpaDirangDum b i t i ŋ p a [end]	[start] MonpaDirangDum b i t i ŋ p e w o [end]
[start] MonpaDirangDum pʰ u l o [end]	[start] MonpaDirangDum pʰ u l o [end]
[start] MonpaDirangDum ŋ a m tʃ a ŋ [end]	[start] MonpaDirangDum ŋ a m tʃʰ a [end]
[start] MonpaDirangDum b o ŋ b o ŋ [end]	[start] MonpaDirangDum b o ŋ [end]
[start] MonpaDirangDum ɲ i z a k [end]	[start] MonpaDirangDum ŋ i z a [end]
[start] MonpaDirangDum tʃ a n tʃ a ɾ a [end]	[start] MonpaDirangDum tʃ a n tʃ a ɾ a n [end]
[start] MonpaDirangDum kʰ a m a ŋ [end]	[start] MonpaDirangDum kʰ a u [end]
[start] MonpaDirangDum t o tʃ a ŋ [end]	[start] MonpaDirangDum t o tʃ a ŋ [end]
[start] MonpaDirangDum ɾ i d o [end]	[start] MonpaDirangDum ɾ i d o n [end]
[start] MonpaDirangDum d̪ u i p a [end]	[start] MonpaDirangDum d u i p a [end]
[start] MonpaDirangDum n e j a ŋ [end]	[start] MonpaDirangDum n e g a ŋ [end]
[start] MonpaDirangDum g a ɾ a ŋ k i [end]	[start] MonpaDirangDum g a ɾ a ŋ k i l i [end]
[start] MonpaDirangDum s e tʃ i l a [end]	[start] MonpaDirangDum s a tʃ i l a [end]
[start] MonpaDirangDum pʰ u ŋ b e [end]	[start] MonpaDirangDum pʰ u ŋ b e [end]
[start] MonpaDirangDum pʰ e l o a [end]	[start] MonpaDirangDum pʰ e l u l a [end]
[start] MonpaDirangDum s o ŋ a [end]	[start] MonpaDirangDum z o ŋ a [end]
[start] MonpaKalaktang dʒ a ŋ [end]	[start] MonpaKalaktang dʒ a ŋ [end]
[start] MonpaKalaktang n a n [end]	[start] MonpaKalaktang n a n [end]
[start] MonpaKalaktang n a n [end]	[start] MonpaKalaktang n a n [end]
[start] MonpaKalaktang kʰ a ŋ tʃʰ a l a [end]	[start] MonpaKalaktang kʰ a ŋ dʒ i l a [end]
[start] MonpaKalaktang b i j a ŋ ɾ a [end]	[start] MonpaKalaktang b e ŋ ɾ a [end]
[start] MonpaKalaktang l e s tʃʰ a m [end]	[start] MonpaKalaktang l a i s i [end]
[start] MonpaKalaktang o m a [end]	[start] MonpaKalaktang ʔ o m ɕ a [end]
[start] MonpaKalaktang t a ŋ p u [end]	[start] MonpaKalaktang t a ŋ p u [end]
[start] MonpaKalaktang tʃʰ a ŋ l u ŋ [end]	[start] MonpaKalaktang tʃʰ a ŋ l u [end]
[start] MonpaKalaktang l u s tʃʰ a m [end]	[start] MonpaKalaktang l u s p u [end]
[start] MonpaKalaktang kʰ a ŋ [end]	[start] MonpaKalaktang kʰ a ŋ [end]
[start] MonpaKalaktang l i [end]	[start] MonpaKalaktang l i [end]
[start] MonpaKalaktang m u m b a t i [end]	[start] MonpaKalaktang m u m b a t i [end]
[start] MonpaKalaktang ɲ a m b u [end]	[start] MonpaKalaktang ɲ i m b u [end]
[start] MonpaKalaktang g a m tʰ i [end]	[start] MonpaKalaktang g a m d i [end]
[start] MonpaKalaktang kʰ a m a ŋ [end]	[start] MonpaKalaktang kʰ a m u ŋ [end]
[start] MonpaKalaktang m ŭ k p a [end]	[start] MonpaKalaktang m ŭ k p a [end]
[start] MonpaKalaktang pʰ i n a ŋ [end]	[start] MonpaKalaktang pʰ i n a ŋ [end]
[start] MonpaKalaktang z a m ĭ n [end]	[start] MonpaKalaktang z a m ĭ n [end]
[start] MonpaKalaktang g a ʃ a [end]	[start] MonpaKalaktang g a ɕ a [end]
[start] MonpaKalaktang kʰ u [end]	[start] MonpaKalaktang kʰ u [end]
[start] MonpaKalaktang k o t a ŋ [end]	[start] MonpaKalaktang k o t a ŋ [end]
[start] MonpaKalaktang g o i tʰ a m [end]	[start] MonpaKalaktang g o tʰ a m [end]
[start] MonpaKalaktang b a n tʰ o [end]	[start] MonpaKalaktang b a n tʰ o [end]
[start] MonpaKalaktang j e n [end]	[start] MonpaKalaktang j e n [end]
[start] MonpaKalaktang a n a [end]	[start] MonpaKalaktang a n a [end]
[start] MonpaKalaktang s o ŋ tʰ u r [end]	[start] MonpaKalaktang s o ŋ tʰ u r [end]
[start] MonpaKalaktang t o ŋ p a [end]	[start] MonpaKalaktang t o ŋ p a [end]
[start] MonpaKalaktang ɲ ĭ ɾ i [end]	[start] MonpaKalaktang ɲ i ɾ i [end]
[start] MonpaKalaktang m i ŋ [end]	[start] MonpaKalaktang m i ŋ [end]
[start] MonpaKalaktang tʰ ă r i ŋ b u [end]	[start] MonpaKalaktang tʰ a r i ŋ b u [end]
[start] MonpaKalaktang dʒ o k p u [end]	[start] MonpaKalaktang dʒ o k p u [end]
[start] MonpaKalaktang s i [end]	[start] MonpaKalaktang s i [end]
[start] MonpaKalaktang a p a [end]	[start] MonpaKalaktang a p a [end]
[start] MonpaKalaktang m i [end]	[start] MonpaKalaktang m i [end]
[start] MonpaKalaktang ŋ a [end]	[start] MonpaKalaktang ŋ a [end]
[start] MonpaKalaktang ŋ a [end]	[start] MonpaKalaktang ŋ a [end]
[start] MonpaKalaktang m o m tʃʰ a ŋ [end]	[start] MonpaKalaktang m o m n a ŋ [end]
[start] MonpaKalaktang b ĭ s i [end]	[start] MonpaKalaktang p s i [end]
[start] MonpaKalaktang l a m [end]	[start] MonpaKalaktang l a m [end]
[start] MonpaKalaktang r a w a [end]	[start] MonpaKalaktang r a b a [end]
[start] MonpaKalaktang s e r tʃʰ a [end]	[start] MonpaKalaktang s e r [end]
[start] MonpaKalaktang tʃʰ a m [end]	[start] MonpaKalaktang tʃʰ a m [end]
