Predicted	Actual
[start] 4 g u l u [end]	[start] 4 u l u [end]
[start] 4 t a [end]	[start] 4 d a [end]
[start] 4 g a ŋ g o [end]	[start] 4 a ŋ g a [end]
[start] 4 p j a [end]	[start] 4 p j a [end]
[start] 4 ʃ e [end]	[start] 4 s e [end]
[start] 4 l i p a [end]	[start] 4 l i p [end]
[start] 4 t e t e [end]	[start] 4 t e t e [end]
[start] 4 t e [end]	[start] 4 t e [end]
[start] 4 β e k a [end]	[start] 4 β e a [end]
[start] 4 t á n d e t [end]	[start] 4 t a n d a [end]
[start] 4 s á s e [end]	[start] 4 s á s e [end]
[start] 4 t i [end]	[start] 4 t i [end]
[start] 4 l u k a [end]	[start] 4 l u k [end]
[start] 4 i tʃ i [end]	[start] 4 i n ʃ i [end]
[start] 4 r u k a [end]	[start] 4 t u k [end]
[start] 4 β i l a [end]	[start] 4 β i l a u k [end]
[start] 4 f w a [end]	[start] 4 f w [end]
[start] 4 p u n d a [end]	[start] 4 p u n d a [end]
[start] 4 l i l o [end]	[start] 4 l i l o [end]
[start] 4 β u ʃ i [end]	[start] 4 b u ʃ i [end]
[start] 4 β e k a [end]	[start] 4 β e [end]
[start] 4 i k a l [end]	[start] 4 i k a l [end]
[start] 4 k u l u [end]	[start] 4 u l u [end]
[start] 4 β a l a [end]	[start] 4 β á l a [end]
[start] 4 k u n i [end]	[start] 4 k u n i [end]
[start] 4 t i m a [end]	[start] 4 t i m a [end]
[start] 4 f u p a [end]	[start] 4 f u p a [end]
[start] 4 p e p o [end]	[start] 4 p e p o [end]
[start] 4 k u ŋ g u [end]	[start] 4 k u ŋ g u [end]
[start] 4 β i [end]	[start] 4 f i [end]
[start] 4 f u l a [end]	[start] 4 f u t a [end]
[start] 4 l w a [end]	[start] 4 l w [end]
[start] 5 ŋ ɔ m [end]	[start] 5 g ɔ m [end]
[start] 5 n e e [end]	[start] 5 n a [end]
[start] 5 ɲ u ɲ i [end]	[start] 5 n u n i [end]
[start] 5 k w a [end]	[start] 5 k w ɔ [end]
[start] 5 β o l [end]	[start] 5 ɓ ɔ l [end]
[start] 5 l a [end]	[start] 5 l a [end]
[start] 5 β a [end]	[start] 5 ɓ a [end]
[start] 5 ŋ a ŋ g [end]	[start] 5 g a ŋ g a [end]
[start] 5 m i l a [end]	[start] 5 m i l [end]
[start] 5 l ɔ [end]	[start] 5 l ɔ [end]
[start] 5 k ɔ s ɔ l [end]	[start] 5 k ɔ h ɔ l [end]
[start] 6 ɲ a m a [end]	[start] 6 ɲ a m a [end]
[start] 6 a n a [end]	[start] 6 a n a [end]
[start] 6 n w á n a [end]	[start] 6 n w a [end]
[start] 6 g o m a [end]	[start] 6 ŋ g o m a [end]
[start] 6 t a r a [end]	[start] 6 z a [end]
[start] 6 i ɲ a [end]	[start] 6 z i n a [end]
[start] 6 s o n i [end]	[start] 6 s o n i [end]
[start] 6 r i m a [end]	[start] 6 i m a [end]
[start] 6 n e n e [end]	[start] 6 n e [end]
[start] 6 g a ŋ g a [end]	[start] 6 k á l a ŋ g a [end]
[start] 6 t u m a [end]	[start] 6 t u m a [end]
[start] 6 a m b a [end]	[start] 6 i m b a [end]
[start] 6 g u m i [end]	[start] 6 k u m i [end]
[start] 6 v i ʃ i [end]	[start] 6 v i s i [end]
[start] 6 ɣ o m b a [end]	[start] 6 ŋ o m b e [end]
[start] 6 ɣ a v a [end]	[start] 6 ɣ a v a [end]
[start] 6 ɣ w a [end]	[start] 6 g w a [end]
[start] 6 t w e [end]	[start] 6 t w i [end]
[start] 6 v u m b a [end]	[start] 6 v u m b a [end]
[start] 6 z o k a [end]	[start] 6 o k a [end]
[start] 6 i v a [end]	[start] 6 i v a [end]
[start] 6 ɣ e n i [end]	[start] 6 ɣ e n i [end]
[start] 6 ɣ u r u [end]	[start] 6 s u g u r u [end]
[start] 6 i ɣ a k a [end]	[start] 6 f i k a [end]
[start] 6 ɣ o ŋ g o [end]	[start] 6 ɣ o ŋ g o [end]
[start] 6 l o ɣ a [end]	[start] 6 o ɣ a [end]
[start] 6 o ŋ g o [end]	[start] 6 o ŋ g o [end]
[start] 6 r e r a [end]	[start] 6 r e r a [end]
[start] 6 g a r a [end]	[start] 6 k á a [end]
[start] 6 v i n a [end]	[start] 6 v i n a [end]
[start] 6 ɣ a [end]	[start] 6 ɲ a [end]
[start] 6 n á n a [end]	[start] 6 n a n e [end]
[start] 6 tʃ o f u [end]	[start] 6 z o v u [end]
[start] 6 i s o [end]	[start] 6 i s o [end]
[start] 6 i ɣ i r a [end]	[start] 6 i ŋ g i a [end]
[start] 6 ŋ g a [end]	[start] 6 ŋ g a h i [end]
[start] 6 s e ɣ a [end]	[start] 6 s e k a [end]
[start] 6 z i a [end]	[start] 6 z i a [end]
[start] 6 ɣ a n a [end]	[start] 6 k á n a [end]
[start] 6 s á ŋ g a [end]	[start] 6 s a ŋ g a [end]
[start] 6 v a n a [end]	[start] 6 v o n a [end]
[start] 6 t e t e m a [end]	[start] 6 t e t e m a [end]
[start] 6 r u m o [end]	[start] 6 tʃ u m o [end]
[start] 6 v i m b a [end]	[start] 6 v i m b a [end]
[start] 6 t a k o [end]	[start] 6 t á k o [end]
[start] 6 g a m a [end]	[start] 6 k á m a [end]
[start] 6 ɲ a m a [end]	[start] 6 a m a [end]
[start] 6 g a ŋ g a [end]	[start] 6 ɣ a ŋ g a [end]
[start] 6 m i n a [end]	[start] 6 m i dʒ a [end]
[start] 6 ɣ o n o [end]	[start] 6 k o n o [end]
[start] 6 l u m a [end]	[start] 6 u m a [end]
[start] 6 t a [end]	[start] 6 t a [end]
[start] 6 f u l o [end]	[start] 6 f u o [end]
[start] 6 v i ɣ a [end]	[start] 6 v i s a [end]
[start] 6 ɲ u m b a [end]	[start] 6 u m b a [end]
[start] 6 f i ɣ o [end]	[start] 6 f i ɣ o [end]
[start] 6 m a ɲ a [end]	[start] 6 m a ɲ a [end]
[start] 6 l o m o [end]	[start] 6 o m o [end]
[start] 6 i ɣ i ŋ g a [end]	[start] 6 i ŋ g i [end]
[start] 6 ɣ á s a [end]	[start] 6 ɣ a n z a [end]
[start] 6 v e [end]	[start] 6 b w e [end]
[start] 6 t á t u [end]	[start] 6 t á t u [end]
[start] 6 a s a [end]	[start] 6 a z a [end]
[start] 6 v i ŋ w [end]	[start] 6 w e [end]
[start] 6 n t u [end]	[start] 6 n t u [end]
[start] 6 v i ɣ a [end]	[start] 6 v i k a [end]
[start] 6 v e k a [end]	[start] 6 v e k a [end]
[start] 6 v u [end]	[start] 6 v u [end]
[start] 6 p u m a [end]	[start] 6 u m a [end]
[start] 6 t á m b i [end]	[start] 6 t á m b i [end]
[start] 6 s u m b i [end]	[start] 6 tʃ u m b i [end]
[start] 6 i s a [end]	[start] 6 z a [end]
[start] 6 t e m a [end]	[start] 6 t e m a [end]
[start] 6 t a h a [end]	[start] 6 t á h a [end]
[start] 6 i ɣ a [end]	[start] 6 i k a a [end]
[start] 6 ɣ i [end]	[start] 6 g i [end]
[start] 6 o t o [end]	[start] 6 o t o [end]
[start] 6 k w i [end]	[start] 6 k w i [end]
[start] 6 i v a [end]	[start] 6 i v a a [end]
[start] 6 f u m a [end]	[start] 6 f u m a [end]
[start] 6 s a ɣ a [end]	[start] 6 ʃ a ɣ a [end]
[start] 6 ɣ a t a [end]	[start] 6 ŋ g á t a [end]
[start] 6 ɣ e m b e [end]	[start] 6 ɣ e m b e [end]
[start] 6 ɣ a n a [end]	[start] 6 ɣ a n a [end]
[start] 6 ɣ a ŋ g a [end]	[start] 6 ɣ a ŋ g a [end]
[start] 6 l o m u [end]	[start] 6 o m o [end]
[start] 6 g e n d a [end]	[start] 6 k e n d a [end]
[start] 6 z e [end]	[start] 6 z e [end]
[start] 6 i t a [end]	[start] 6 i t a [end]
[start] 6 z o t a [end]	[start] 6 ʃ o t a [end]
[start] 6 t e [end]	[start] 6 t e [end]
[start] 6 n u ɲ u [end]	[start] 6 u ɲ u [end]
[start] 6 n o r a [end]	[start] 6 n o a [end]
[start] 6 t a n d a [end]	[start] 6 t á n d á t u [end]
[start] 6 s i n t a [end]	[start] 6 s i n z a [end]
[start] 6 g o r o m a [end]	[start] 6 h o r o m a [end]
[start] 6 t i [end]	[start] 6 t i [end]
[start] 6 a ɲ i [end]	[start] 6 a n i [end]
[start] 6 a ɣ a h a [end]	[start] 6 h a k a [end]
[start] 6 ɣ o r o [end]	[start] 6 k o l o [end]
[start] 6 f w á f a [end]	[start] 6 f w a [end]
[start] 6 p u n d a [end]	[start] 6 p u n d a [end]
[start] 6 k o f u [end]	[start] 6 k u v u [end]
[start] 6 o m a n a [end]	[start] 6 o m a n a [end]
[start] 6 ɲ e n e [end]	[start] 6 e ɲ e [end]
[start] 6 t o ŋ g a [end]	[start] 6 dʒ e ŋ g a [end]
[start] 6 s i [end]	[start] 6 s i [end]
[start] 6 p e p o [end]	[start] 6 p e h o [end]
[start] 6 v i [end]	[start] 6 v i [end]
[start] 6 v u t a [end]	[start] 6 f u t a [end]
[start] 7 ɲ a m a [end]	[start] 7 a m a [end]
[start] 7 ŋ w á [end]	[start] 7 n w a [end]
[start] 7 g o m a [end]	[start] 7 g o m a [end]
[start] 7 t a r a [end]	[start] 7 dʒ á r a [end]
[start] 7 ʃ i n a [end]	[start] 7 d î n a [end]
[start] 7 s ô n i [end]	[start] 7 tʃ ô n i [end]
[start] 7 n ɛ [end]	[start] 7 i n e [end]
[start] 7 k a ŋ g a [end]	[start] 7 k a ŋ g a [end]
[start] 7 v u r a [end]	[start] 7 v u r a [end]
[start] 7 t u m a [end]	[start] 7 t u m a [end]
[start] 7 m i m a [end]	[start] 7 ʝ î m b a [end]
[start] 7 k u m i [end]	[start] 7 k u m i [end]
[start] 7 v i s i [end]	[start] 7 β i ʃ u [end]
[start] 7 ŋ ɔ m b e [end]	[start] 7 g o m b e [end]
[start] 7 p w a [end]	[start] 7 b w a [end]
[start] 7 t w e [end]	[start] 7 t w e [end]
[start] 7 v u m b a [end]	[start] 7 β u m b a [end]
[start] 7 t ô k a [end]	[start] 7 ʝ ô k a [end]
[start] 7 ɣ e n i [end]	[start] 7 ɣ e n i [end]
[start] 7 k o ŋ g o [end]	[start] 7 ɣ ɔ ŋ g ɔ [end]
[start] 7 r ɛ r a [end]	[start] 7 r ɛ r a [end]
[start] 7 k á r a [end]	[start] 7 k a r a [end]
[start] 7 r i r a [end]	[start] 7 l i r a [end]
[start] 7 ɲ a [end]	[start] 7 ɲ a [end]
[start] 7 r j a [end]	[start] 7 l j a [end]
[start] 7 tʃ ô β u [end]	[start] 7 dʒ o v u [end]
[start] 7 t a n d o [end]	[start] 7 t á n o [end]
[start] 7 ŋ g a h a [end]	[start] 7 ŋ g á p i [end]
[start] 7 v u β a [end]	[start] 7 f u p a [end]
[start] 7 ʃ w a [end]	[start] 7 ʃ w a [end]
[start] 7 d a k o [end]	[start] 7 t a k o [end]
[start] 7 k a m a [end]	[start] 7 k a m a [end]
[start] 7 β o k o [end]	[start] 7 β ɔ k ɔ [end]
[start] 7 ŋ g a ŋ g a [end]	[start] 7 g a ŋ g a [end]
[start] 7 m i n a [end]	[start] 7 m i n a [end]
[start] 7 t î m b u [end]	[start] 7 d î m u [end]
[start] 7 t a [end]	[start] 7 t a [end]
[start] 7 t a m a [end]	[start] 7 t a m a [end]
[start] 7 t w i [end]	[start] 7 t w i [end]
[start] 7 a l a [end]	[start] 7 a r a [end]
[start] 7 p a [end]	[start] 7 p a [end]
[start] 7 ʃ i k u [end]	[start] 7 t î k u [end]
[start] 7 v w e [end]	[start] 7 w e [end]
[start] 7 t a t u [end]	[start] 7 t á t u [end]
[start] 7 v i r i [end]	[start] 7 β i r i [end]
[start] 7 s u d u [end]	[start] 7 ʃ u [end]
[start] 7 v i ŋ w [end]	[start] 7 a n w e [end]
[start] 7 n w á [end]	[start] 7 n w a [end]
[start] 7 v e r a k a [end]	[start] 7 v i k a [end]
[start] 7 d ɛ k a k a [end]	[start] 7 t e r e k a [end]
[start] 7 n u k u [end]	[start] 7 ɲ u ŋ g u [end]
[start] 7 β a l a [end]	[start] 7 v á r a [end]
[start] 7 ʃ i k o [end]	[start] 7 d î k o [end]
[start] 7 m a m a [end]	[start] 7 a m a [end]
[start] 7 ʃ o t a [end]	[start] 7 ʝ o t a [end]
[start] 7 l u k a [end]	[start] 7 r u k a [end]
[start] 7 k ô r o [end]	[start] 7 k ô r o [end]
[start] 7 k o β u [end]	[start] 7 k ô v u [end]
[start] 7 t o ŋ g a [end]	[start] 7 t u ŋ g a [end]
[start] 7 v î ŋ g a [end]	[start] 7 β i ŋ g a [end]
[start] 7 k ô k i [end]	[start] 7 k u n i [end]
[start] 7 v u p a [end]	[start] 7 f u p a [end]
[start] 7 k u ŋ g i [end]	[start] 7 k u ŋ g u [end]
[start] 7 r w a [end]	[start] 7 r w a [end]
[start] 8 n a m a [end]	[start] 8 ɲ a m a [end]
[start] 8 a n a [end]	[start] 8 a n a [end]
[start] 8 ŋ w a [end]	[start] 8 n w a [end]
[start] 8 g o m a [end]	[start] 8 g o m a [end]
[start] 8 s á r a [end]	[start] 8 z a l a [end]
[start] 8 s i n a [end]	[start] 8 i n a [end]
[start] 8 s o n a [end]	[start] 8 s o n i [end]
[start] 8 l ʊ m a [end]	[start] 8 l i m a [end]
[start] 8 g á ŋ g a [end]	[start] 8 k á l a ŋ g a [end]
[start] 8 b u l a [end]	[start] 8 b u l a [end]
[start] 8 k u m i [end]	[start] 8 k ʊ m i [end]
[start] 8 b i s i [end]	[start] 8 b i s i [end]
[start] 8 b i l e [end]	[start] 8 b e l e [end]
[start] 8 g o m b a [end]	[start] 8 g o m b e [end]
[start] 8 b w a [end]	[start] 8 b w a [end]
[start] 8 s i m a [end]	[start] 8 z i m y a [end]
[start] 8 g w a [end]	[start] 8 g w a [end]
[start] 8 t w e [end]	[start] 8 t w e [end]
[start] 8 b u m b a [end]	[start] 8 b ʊ m b a [end]
[start] 8 b o l a [end]	[start] 8 b o l a [end]
[start] 8 s o g a [end]	[start] 8 z o k a [end]
[start] 8 i b a [end]	[start] 8 i b a [end]
[start] 8 g e n i [end]	[start] 8 g e n i [end]
[start] 8 l i m i [end]	[start] 8 l á m i [end]
[start] 8 i n a [end]	[start] 8 i ɲ o [end]
[start] 8 f i g a [end]	[start] 8 i k a [end]
[start] 8 g o ŋ g o [end]	[start] 8 g o ŋ g o [end]
[start] 8 l i l a [end]	[start] 8 l i l a [end]
[start] 8 n a n a [end]	[start] 8 n á a n a [end]
[start] 8 i s o [end]	[start] 8 i s o [end]
[start] 8 r á n o [end]	[start] 8 t á n o [end]
[start] 8 g o g o [end]	[start] 8 k o k o [end]
[start] 8 ŋ g i l a [end]	[start] 8 i ŋ g i l a [end]
[start] 8 g á b i [end]	[start] 8 ŋ g a [end]
[start] 8 s a g a [end]	[start] 8 s e k a [end]
[start] 8 a s i k a [end]	[start] 8 e z i [end]
[start] 8 s i l a [end]	[start] 8 z i l a [end]
[start] 8 s e ŋ g a [end]	[start] 8 s á ŋ g a [end]
[start] 8 r ʊ m o [end]	[start] 8 s u m o [end]
[start] 8 i m a [end]	[start] 8 i m a n a [end]
[start] 8 s w a [end]	[start] 8 s w a [end]
[start] 8 l e l o [end]	[start] 8 l e l o [end]
[start] 8 b a [end]	[start] 8 b a [end]
[start] 8 d a g o [end]	[start] 8 t á k o [end]
[start] 8 g a m a [end]	[start] 8 ɲ a m a [end]
[start] 8 b o g o [end]	[start] 8 b o k o [end]
[start] 8 m i n a [end]	[start] 8 m e n a [end]
[start] 8 b i [end]	[start] 8 b i [end]
[start] 8 b i l i [end]	[start] 8 b i l i [end]
[start] 8 r a m a [end]	[start] 8 t á m a [end]
[start] 8 b i g a [end]	[start] 8 b i s a [end]
[start] 8 ŋ m b a [end]	[start] 8 u m b a [end]
[start] 8 f i g o [end]	[start] 8 p i k ʊ̀ [end]
[start] 8 m a n a [end]	[start] 8 m e ɲ a [end]
[start] 8 l o m o [end]	[start] 8 l o m o [end]
[start] 8 e ŋ g i [end]	[start] 8 i ŋ g i [end]
[start] 8 b ɛ l e [end]	[start] 8 b e l e [end]
[start] 8 k o s i [end]	[start] 8 k o s i [end]
[start] 8 g a n á g a [end]	[start] 8 k á s a [end]
[start] 8 g ʊ l u b a [end]	[start] 8 g ʊ l ʊ b e [end]
[start] 8 i s i s i [end]	[start] 8 i s o z i [end]
[start] 8 b a s a [end]	[start] 8 a s a [end]
[start] 8 b i l i [end]	[start] 8 b i l i [end]
[start] 8 s u l u [end]	[start] 8 s ʊ̀ [end]
[start] 8 r á g a [end]	[start] 8 b w á l a [end]
[start] 8 n w a [end]	[start] 8 n w a [end]
[start] 8 n d u [end]	[start] 8 n t ʊ̀ [end]
[start] 8 l o [end]	[start] 8 l o [end]
[start] 8 k a s i [end]	[start] 8 k á z i [end]
[start] 8 k o l o l o [end]	[start] 8 k o s o l a [end]
[start] 8 b i g a [end]	[start] 8 b i k a [end]
[start] 8 g o g a [end]	[start] 8 o g a [end]
[start] 8 d a [end]	[start] 8 d a [end]
[start] 8 g ʊ l a [end]	[start] 8 g ʊ l a [end]
[start] 8 s ʊ m b a [end]	[start] 8 s u m b i [end]
[start] 8 ŋ g u ŋ g a [end]	[start] 8 ʊ ŋ g ʊ [end]
[start] 8 i b a [end]	[start] 8 i b a [end]
[start] 8 ʃ a g a [end]	[start] 8 s a g a [end]
[start] 8 g a s a [end]	[start] 8 k a r a [end]
[start] 8 g ɛ m b a [end]	[start] 8 e m b e [end]
[start] 8 g a n a [end]	[start] 8 g a n a [end]
[start] 8 g ʊ l u [end]	[start] 8 g ʊ l ʊ̀ [end]
[start] 8 l o l a [end]	[start] 8 l o l a [end]
[start] 8 l i b a [end]	[start] 8 l i p a [end]
[start] 8 l ʊ r a [end]	[start] 8 l u r a [end]
[start] 8 s i [end]	[start] 8 z i [end]
[start] 8 s a s i [end]	[start] 8 s á s e [end]
[start] 8 i ɲ i [end]	[start] 8 n z i [end]
[start] 8 a g a [end]	[start] 8 a g a [end]
[start] 8 e ɲ e [end]	[start] 8 n e n e [end]
[start] 8 b ɛ g a [end]	[start] 8 b e g a [end]
[start] 8 i g a l a [end]	[start] 8 i k a l a [end]
[start] 8 k ʊ l u [end]	[start] 8 g ʊ l ʊ̀ [end]
[start] 8 s a g a [end]	[start] 8 s i [end]
[start] 8 g ɔ ŋ g a [end]	[start] 8 k u ŋ g u [end]
[start] 8 b i [end]	[start] 8 b i [end]
[start] 9 n a m a [end]	[start] 9 n a m a [end]
[start] 9 a n a [end]	[start] 9 a n a [end]
[start] 9 n w á n a [end]	[start] 9 n w a [end]
[start] 9 s a r a [end]	[start] 9 t ɬ a l a [end]
[start] 9 s i n a [end]	[start] 9 i n a [end]
[start] 9 l i m a [end]	[start] 9 l i m a [end]
[start] 9 n ɛ [end]	[start] 9 n ɛ [end]
[start] 9 f u r a [end]	[start] 9 p u l a [end]
[start] 9 t u m a [end]	[start] 9 r ʊ m a [end]
[start] 9 n u n i [end]	[start] 9 n ɔ ɲ á n i [end]
[start] 9 b ɛ l ɛ [end]	[start] 9 b ɛ l ɛ [end]
[start] 9 χ a f a [end]	[start] 9 a b a [end]
[start] 9 s i m a [end]	[start] 9 t i m a [end]
[start] 9 b u m b a [end]	[start] 9 b ʊ p a [end]
[start] 9 b a l a [end]	[start] 9 b ɔ l a [end]
[start] 9 l á m i [end]	[start] 9 l i m i [end]
[start] 9 i n e [end]	[start] 9 i n ɔ [end]
[start] 9 χ ʊ r ʊ [end]	[start] 9 ʊ l ʊ̀ [end]
[start] 9 l i r a [end]	[start] 9 l i l a [end]
[start] 9 f i n a [end]	[start] 9 b i n a [end]
[start] 9 l a [end]	[start] 9 l a [end]
[start] 9 b ʊ b a [end]	[start] 9 f u f a [end]
[start] 9 s i l a [end]	[start] 9 ts i l a [end]
[start] 9 χ a n a [end]	[start] 9 χ á n a [end]
[start] 9 b o n a [end]	[start] 9 b ɔ n a [end]
[start] 9 t i t e m a [end]	[start] 9 t ɛ t ɛ s ɛ l a [end]
[start] 9 f u m o [end]	[start] 9 r u m ɔ [end]
[start] 9 i m a n a [end]	[start] 9 ɛ m a [end]
[start] 9 b ɔ χ o [end]	[start] 9 b ɔ χ ɔ [end]
[start] 9 m i n a [end]	[start] 9 m i ts a [end]
[start] 9 s i m u [end]	[start] 9 d i m ʊ [end]
[start] 9 a l a w a [end]	[start] 9 dʒ a l w a [end]
[start] 9 l ʊ m a [end]	[start] 9 l ʊ m a [end]
[start] 9 f u f u [end]	[start] 9 f o f u [end]
[start] 9 t a m a [end]	[start] 9 r á m a [end]
[start] 9 f u l o [end]	[start] 9 f u l ɔ [end]
[start] 9 t i χ u [end]	[start] 9 s i χ ʊ [end]
[start] 9 χ ʊ l u [end]	[start] 9 k ʊ l ʊ b ɛ [end]
[start] 9 a n k i k a [end]	[start] 9 a n ɛ χ a [end]
[start] 9 b i l a [end]	[start] 9 b ɛ l ɛ χ a [end]
[start] 9 χ ɔ l o [end]	[start] 9 χ ɔ [UNK] ɔ l a [end]
[start] 9 l o m o [end]	[start] 9 l o m ʊ̀ [end]
[start] 9 t u χ a [end]	[start] 9 r ʊ χ a [end]
[start] 9 b i l a [end]	[start] 9 b i l a [end]
[start] 9 l i l o [end]	[start] 9 l i l ɔ [end]
[start] 9 ɔ m a n a [end]	[start] 9 ɔ m á n a [end]
[start] 9 r w á f a [end]	[start] 9 l w a [end]
[start] Beijing i ⁵¹ [end]	[start] Beijing i ⁵⁵ [end]
[start] Beijing tɕʰ i ⁵⁵ [end]	[start] Beijing tɕʰ i ⁵⁵ [end]
[start] Beijing ʈʂ a ŋ ⁵¹ [end]	[start] Beijing ʈʂ a ŋ ⁵¹ [end]
[start] Beijing s a n ⁵⁵ [end]	[start] Beijing s a n ⁵⁵ [end]
[start] Beijing ʂ a ŋ ⁵¹ [end]	[start] Beijing ʂ a ŋ ⁵¹ [end]
[start] Beijing ɕ j a ⁵¹ [end]	[start] Beijing ɕ j a ⁵¹ [end]
[start] Beijing p ai ²¹⁴ [end]	[start] Beijing p u ⁵¹ [end]
[start] Beijing ʈʂ u ŋ ⁵⁵ [end]	[start] Beijing ʈʂ u ŋ ⁵⁵ [end]
[start] Beijing tɕ j ou ²¹⁴ [end]	[start] Beijing tɕ j ou ²¹⁴ [end]
[start] Beijing j a ³⁵ [end]	[start] Beijing j e ²¹⁴ [end]
[start] Beijing ʐ u ²¹⁴ [end]	[start] Beijing ʐ u ²¹⁴ [end]
[start] Beijing ə ⁵¹ [end]	[start] Beijing ə ⁵¹ [end]
[start] Beijing ʐ u ŋ ³⁵ [end]	[start] Beijing y n ³⁵ [end]
[start] Beijing u ²¹⁴ [end]	[start] Beijing u ²¹⁴ [end]
[start] Beijing tɕ i n ²¹⁴ [end]	[start] Beijing tɕ i ŋ ²¹⁴ [end]
[start] Beijing w a ŋ ³⁵ [end]	[start] Beijing w a ŋ ³⁵ [end]
[start] Beijing l j a ŋ ⁵¹ [end]	[start] Beijing l j a ŋ ⁵¹ [end]
[start] Beijing ʐ ə ŋ ³⁵ [end]	[start] Beijing ʐ ə n ³⁵ [end]
[start] Beijing tɕ i n ⁵⁵ [end]	[start] Beijing tɕ i n ⁵⁵ [end]
[start] Beijing tʰ a ⁵⁵ [end]	[start] Beijing tʰ a ⁵⁵ [end]
[start] Beijing ʈʂ a ŋ ⁵¹ [end]	[start] Beijing ʈʂ a ŋ ⁵¹ [end]
[start] Beijing l i ŋ ⁵¹ [end]	[start] Beijing l i ŋ ⁵¹ [end]
[start] Beijing tɕ j a n ⁵¹ [end]	[start] Beijing tɕ j a n ⁵¹ [end]
[start] Beijing w ei ⁵¹ [end]	[start] Beijing w ei ⁵¹ [end]
[start] Beijing t i ⁵⁵ [end]	[start] Beijing t i ⁵⁵ [end]
[start] Beijing ʈʂ u ⁵¹ [end]	[start] Beijing ʈʂ u ⁵¹ [end]
[start] Beijing n i ²¹⁴ [end]	[start] Beijing n i ²¹⁴ [end]
[start] Beijing l ai ³⁵ [end]	[start] Beijing l ai ³⁵ [end]
[start] Beijing ɕ i ŋ ⁵¹ [end]	[start] Beijing ɕ i n ⁵¹ [end]
[start] Beijing t au ²¹⁴ [end]	[start] Beijing t au ²¹⁴ [end]
[start] Beijing tɕ j e ⁵¹ [end]	[start] Beijing tɕ j e ⁵¹ [end]
[start] Beijing tɕ j a ²¹⁴ [end]	[start] Beijing tɕ j a ²¹⁴ [end]
[start] Beijing ts w o ⁵¹ [end]	[start] Beijing ts w o ⁵¹ [end]
[start] Beijing tʰ ou ⁵⁵ [end]	[start] Beijing tʰ ou ⁵⁵ [end]
[start] Beijing ʂ a ²¹⁴ [end]	[start] Beijing ʂ a ²¹⁴ [end]
[start] Beijing ɕ y ŋ ⁵⁵ [end]	[start] Beijing ɕ y ŋ ⁵⁵ [end]
[start] Beijing k w a ŋ ⁵⁵ [end]	[start] Beijing k w a ŋ ⁵⁵ [end]
[start] Beijing ə ³⁵ [end]	[start] Beijing ə ³⁵ [end]
[start] Beijing tʰ u ⁵¹ [end]	[start] Beijing tʰ u ⁵¹ [end]
[start] Beijing ʐ ai ³⁵ [end]	[start] Beijing ʐ u ⁵¹ [end]
[start] Beijing n w ei ⁵¹ [end]	[start] Beijing n ei ⁵¹ [end]
[start] Beijing tɕʰ ɥ a n ³⁵ [end]	[start] Beijing tɕʰ ɥ a n ³⁵ [end]
[start] Beijing l j a ŋ ⁵¹ [end]	[start] Beijing l j a ŋ ²¹⁴ [end]
[start] Beijing p a ⁵⁵ [end]	[start] Beijing p a ⁵⁵ [end]
[start] Beijing l j ou ⁵¹ [end]	[start] Beijing l j ou ⁵¹ [end]
[start] Beijing p i ŋ ⁵⁵ [end]	[start] Beijing p i ŋ ⁵⁵ [end]
[start] Beijing tɕʰ i ³⁵ [end]	[start] Beijing tɕʰ i ³⁵ [end]
[start] Beijing k w a n ⁵⁵ [end]	[start] Beijing k w a n ⁵⁵ [end]
[start] Beijing t u ŋ ⁵⁵ [end]	[start] Beijing t u ŋ ⁵⁵ [end]
[start] Beijing l ə ŋ ²¹⁴ [end]	[start] Beijing l ə ŋ ²¹⁴ [end]
[start] Beijing t ə ŋ ⁵¹ [end]	[start] Beijing t ə ŋ ⁵¹ [end]
[start] Beijing ɕ y ŋ ⁵⁵ [end]	[start] Beijing ɕ y ŋ ⁵⁵ [end]
[start] Beijing ʈʂʰ u ⁵¹ [end]	[start] Beijing ʈʂʰ u ⁵⁵ [end]
[start] Beijing t au ⁵⁵ [end]	[start] Beijing t au ⁵⁵ [end]
[start] Beijing f ə ŋ ⁵⁵ [end]	[start] Beijing f ə n ⁵⁵ [end]
[start] Beijing tɕʰ j e ⁵⁵ [end]	[start] Beijing tɕʰ j e ⁵⁵ [end]
[start] Beijing x w a ⁵¹ [end]	[start] Beijing x w a ⁵¹ [end]
[start] Beijing ʈʂʰ u ⁵⁵ [end]	[start] Beijing ʈʂʰ u ⁵⁵ [end]
[start] Beijing l i ⁵¹ [end]	[start] Beijing l i ⁵¹ [end]
[start] Beijing k w a ²¹⁴ [end]	[start] Beijing k w a ⁵⁵ [end]
[start] Beijing t au ⁵¹ [end]	[start] Beijing t au ⁵¹ [end]
[start] Beijing ʂ w a ²¹⁴ [end]	[start] Beijing ʂ w a ⁵⁵ [end]
[start] Beijing ʈʂʰ ʅ ⁵¹ [end]	[start] Beijing tsʰ ɿ ⁵¹ [end]
[start] Beijing tɕʰ j a n ³⁵ [end]	[start] Beijing tɕʰ j a n ³⁵ [end]
[start] Beijing tɕ j a n ²¹⁴ [end]	[start] Beijing tɕ j a n ²¹⁴ [end]
[start] Beijing pʰ i ²¹⁴ [end]	[start] Beijing pʰ i ⁵⁵ [end]
